time_to_zero,rf_area,condition,stimulus,.
0.3698,64386.35331,WT,mesopic,
NA,6771.895808,WT,mesopic,
0.2022,20714.70599,WT,mesopic,
NA,21410.62861,WT,mesopic,
NA,24621.87457,WT,mesopic,
0.2326,10917.60025,WT,mesopic,
NA,27458.40763,WT,mesopic,
NA,28325.98541,WT,mesopic,
NA,20864.41225,WT,mesopic,
NA,19678.49672,WT,mesopic,
NA,18862.75105,WT,mesopic,
0.3347,17812.41341,WT,mesopic,
0.638276719,10430.01562,WT,mesopic,
NA,17578.13354,WT,mesopic,
NA,40348.86502,WT,mesopic,
0.663463132,22721.07764,WT,mesopic,
NA,45234.10076,WT,mesopic,
0.3791,63052.50658,WT,mesopic,
0.336,21030.23921,WT,mesopic,
0.3519,19228.42722,WT,mesopic,
NA,28180.50273,WT,mesopic,
0.2041,19831.56166,WT,mesopic,
NA,27077.57032,WT,mesopic,
0.3009,27157.74032,WT,mesopic,
0.2638,4630.723097,WT,mesopic,
0.3798,54354.90117,WT,mesopic,
0.2055,19238.98428,WT,mesopic,
0.4255,11364.46068,WT,mesopic,
NA,18446.06201,WT,mesopic,
NA,26867.23648,WT,mesopic,
NA,19349.13604,WT,mesopic,
NA,17716.57262,WT,mesopic,
NA,18305.05928,WT,mesopic,
NA,17767.04101,WT,mesopic,
0.2936,6473.62472,WT,mesopic,
NA,13347.01744,WT,mesopic,
NA,13717.72744,WT,mesopic,
0.3553,46696.68244,WT,mesopic,
0.22,10694.13973,WT,mesopic,
0.2824,7340.984829,WT,mesopic,
0.2426,11249.12228,WT,mesopic,
0.2452,4476.989811,WT,mesopic,
0.2605,9472.271899,WT,mesopic,
0.2797,15807.93193,WT,mesopic,
NA,4545.338983,WT,mesopic,
0.2346,11896.01092,WT,mesopic,
0.2824,8894.977775,WT,mesopic,
NA,18782.98794,WT,mesopic,
NA,12191.86501,WT,mesopic,
0.711847556,9188.700921,WT,mesopic,
0.3162,13369.01419,WT,mesopic,
0.2147,20865.36557,WT,mesopic,
0.2751,14425.39166,WT,mesopic,
NA,10985.38317,WT,mesopic,
0.2611,9844.794419,WT,mesopic,
NA,19611.73465,WT,mesopic,
NA,15918.73696,WT,mesopic,
0.3897,18765.44953,WT,mesopic,
0.2969,18608.86832,WT,mesopic,
0.3632,17427.4413,WT,mesopic,
0.3486,6836.786363,WT,mesopic,
NA,7731.023413,WT,mesopic,
NA,6523.190138,WT,mesopic,
NA,17949.2017,WT,mesopic,
NA,16544.23064,WT,mesopic,
0.4262,7711.633201,WT,mesopic,
NA,20133.92808,WT,mesopic,
NA,13370.50715,WT,mesopic,
0.35,5648.903491,WT,mesopic,
0.4832,7518.05869,WT,mesopic,
0.2227,10647.81427,WT,mesopic,
0.2857,16345.69517,WT,mesopic,
0.654846727,6901.032231,WT,mesopic,
0.222,11594.22751,WT,mesopic,
0.2704,6655.038203,WT,mesopic,
0.342,10153.17903,WT,mesopic,
0.2525,6732.221052,WT,mesopic,
0.2353,33753.96648,WT,mesopic,
0.2565,5118.631722,WT,mesopic,
0.2625,9423.705321,WT,mesopic,
0.2558,17056.13395,WT,mesopic,
0.3745,14602.44968,WT,mesopic,
0.2585,9200.659839,WT,mesopic,
NA,38846.62868,WT,mesopic,
0.2061,4781.076586,WT,mesopic,
0.2379,4541.706335,WT,mesopic,
0.2426,8288.038101,WT,mesopic,
0.3526,16400.8913,WT,mesopic,
0.2691,9221.149005,WT,mesopic,
0.2227,16192.96312,WT,mesopic,
NA,37517.05076,WT,mesopic,
0.2532,34383.96877,WT,mesopic,
NA,36617.59982,WT,mesopic,
NA,41529.18394,WT,mesopic,
NA,5943.169915,WT,mesopic,
0.2254,19134.9083,WT,mesopic,
0.2293,5367.574054,WT,mesopic,
0.2041,9140.947669,WT,mesopic,
NA,10412.45074,WT,mesopic,
0.4196,15252.87983,WT,mesopic,
NA,14928.21184,WT,mesopic,
0.1909,21224.82539,WT,mesopic,
0.2519,4626.086012,WT,mesopic,
0.2353,23786.10256,WT,mesopic,
0.4103,54548.45164,WT,mesopic,
0.2784,16430.61866,WT,mesopic,
0.3095,22439.80122,WT,mesopic,
0.2114,14191.18387,WT,mesopic,
0.3433,15820.38183,WT,mesopic,
0.2234,17361.44974,WT,mesopic,
0.2658,18725.08001,WT,mesopic,
0.2525,9861.211309,WT,mesopic,
NA,20453.36778,WT,mesopic,
0.3838,25472.44521,WT,mesopic,
0.3818,13698.36561,WT,mesopic,
0.3771,10861.62434,WT,mesopic,
0.5256,10828.44471,WT,mesopic,
0.2366,27675.64437,WT,mesopic,
0.2432,21299.62911,WT,mesopic,
0.2499,19981.97937,WT,mesopic,
0.2499,7910.495448,WT,mesopic,
NA,15409.32084,WT,mesopic,
0.2419,17722.1294,WT,mesopic,
0.2154,20148.58998,WT,mesopic,
0.2432,5850.880916,WT,mesopic,
NA,24605.9087,WT,mesopic,
NA,29033.83637,WT,mesopic,
0.2393,22943.88713,WT,mesopic,
0.228,21471.98419,WT,mesopic,
0.2254,14421.3034,WT,mesopic,
0.23,19005.19232,WT,mesopic,
0.2466,19195.7981,WT,mesopic,
0.2346,18630.39544,WT,mesopic,
0.226,5747.392077,WT,mesopic,
0.2519,26155.09166,WT,mesopic,
0.2505,16319.78353,WT,mesopic,
0.2307,22501.94853,WT,mesopic,
0.2399,10146.1684,WT,mesopic,
0.23,12794.73456,WT,mesopic,
0.2572,5107.557418,WT,mesopic,
NA,23398.70255,WT,mesopic,
0.2459,35369.10733,WT,mesopic,
0.2479,36147.70531,WT,mesopic,
0.2419,20940.90263,WT,mesopic,
0.2393,15931.95604,WT,mesopic,
0.2432,10843.10575,WT,mesopic,
0.2399,9491.700269,WT,mesopic,
NA,22260.96555,WT,mesopic,
0.2512,7285.033795,WT,mesopic,
NA,30127.11999,WT,mesopic,
0.2048,24708.38008,WT,mesopic,
0.2214,11561.53282,WT,mesopic,
0.2094,28976.25959,WT,mesopic,
0.2406,17515.52489,WT,mesopic,
0.2645,30566.93974,WT,mesopic,
NA,32771.71396,WT,mesopic,
NA,10699.41535,WT,mesopic,
NA,15565.96381,WT,mesopic,
0.2399,10126.04009,WT,mesopic,
NA,33962.18411,WT,mesopic,
0.2446,17364.90382,WT,mesopic,
0.2346,17106.30288,WT,mesopic,
0.2293,28825.51959,WT,mesopic,
0.2393,27832.80851,WT,mesopic,
0.2751,11196.79762,WT,mesopic,
0.2439,19330.17733,WT,mesopic,
0.2678,18482.91471,WT,mesopic,
0.232,21337.47108,WT,mesopic,
0.2379,23998.91078,WT,mesopic,
0.2399,19968.35,WT,mesopic,
0.236,16957.45836,WT,mesopic,
0.228,20253.81266,WT,mesopic,
0.2419,4535.551766,WT,mesopic,
0.2532,12592.27943,WT,mesopic,
NA,32573.10338,WT,mesopic,
0.2247,22924.32581,WT,mesopic,
0.228,21753.92689,WT,mesopic,
NA,29317.856,WT,mesopic,
0.2432,10424.41159,WT,mesopic,
0.2379,12995.07045,WT,mesopic,
0.2055,53259.47574,WT,mesopic,
0.1995,25061.50102,WT,mesopic,
0.2194,19521.09633,WT,mesopic,
0.236,31139.95888,WT,mesopic,
0.2446,19782.37931,WT,mesopic,
0.3115,20228.32292,WT,mesopic,
0.2353,52630.19368,WT,mesopic,
0.2505,10435.03997,WT,mesopic,
0.2466,8191.396356,WT,mesopic,
0.2353,20829.06457,WT,mesopic,
NA,14992.80346,WT,mesopic,
NA,31813.69155,WT,mesopic,
0.2797,12099.06474,WT,mesopic,
0.2373,15742.98976,WT,mesopic,
0.2519,20847.36962,WT,mesopic,
0.2446,21055.81738,WT,mesopic,
NA,8037.029141,WT,mesopic,
0.2664,38363.68013,WT,mesopic,
NA,32274.98492,WT,mesopic,
0.3175,18761.74224,WT,mesopic,
NA,16684.94205,WT,mesopic,
0.2313,16105.59383,WT,mesopic,
0.2432,22387.55489,WT,mesopic,
NA,16009.41808,WT,mesopic,
NA,26980.08907,WT,mesopic,
0.2147,31878.06581,WT,mesopic,
0.2366,15509.62066,WT,mesopic,
NA,19371.96312,WT,mesopic,
0.2658,18880.70345,WT,mesopic,
0.2174,29036.80658,WT,mesopic,
0.2346,23909.28006,WT,mesopic,
0.2366,29007.35824,WT,mesopic,
0.2393,20928.51218,WT,mesopic,
0.2393,34942.79496,WT,mesopic,
NA,17700.41753,WT,mesopic,
0.2552,12465.68048,WT,mesopic,
0.2618,23725.98779,WT,mesopic,
0.2459,60029.22224,WT,mesopic,
0.2287,33623.65095,WT,mesopic,
0.2532,21968.69686,WT,mesopic,
NA,27349.55884,WT,mesopic,
NA,14497.00859,WT,mesopic,
0.2128,18726.36091,WT,mesopic,
NA,19372.06338,WT,mesopic,
NA,24588.56014,WT,mesopic,
0.2545,12050.44944,WT,mesopic,
0.2824,25613.01648,WT,mesopic,
0.2525,40446.11587,WT,mesopic,
NA,43277.58247,WT,mesopic,
0.2757,17867.73805,WT,mesopic,
0.2499,288742.5742,WT,mesopic,
0.515,14903.23777,WT,mesopic,
0.2505,19957.53345,WT,mesopic,
0.2134,27772.51567,WT,mesopic,
0.2439,32286.50339,WT,mesopic,
0.4288,12609.51206,WT,mesopic,
0.2446,14496.69046,WT,mesopic,
0.2963,20882.73367,WT,mesopic,
0.2857,12375.99674,WT,mesopic,
0.2784,37485.19555,WT,mesopic,
0.222,43346.37395,WT,mesopic,
0.2492,30374.53384,WT,mesopic,
0.3181,18381.03042,WT,mesopic,
0.2393,21333.79474,WT,mesopic,
0.2413,21788.433,WT,mesopic,
0.2605,22777.7134,WT,mesopic,
0.2605,16342.40176,WT,mesopic,
0.2333,16281.43754,WT,mesopic,
0.2048,12217.98748,WT,mesopic,
NA,22439.1607,WT,mesopic,
0.2373,17420.55278,WT,mesopic,
0.2592,6076.175987,WT,mesopic,
0.3506,13588.35294,WT,mesopic,
0.2486,14745.47695,WT,mesopic,
0.2426,16818.82326,WT,mesopic,
0.2552,18864.46622,WT,mesopic,
0.2505,16523.95217,WT,mesopic,
NA,17903.53875,WT,mesopic,
0.2698,15882.17481,WT,mesopic,
0.2472,6408.883959,WT,mesopic,
0.2439,5186.934233,WT,mesopic,
0.2479,16491.59775,WT,mesopic,
0.2532,22761.47294,WT,mesopic,
0.2154,7024.819802,WT,mesopic,
NA,17484.63881,WT,mesopic,
NA,21370.8609,WT,mesopic,
0.3281,18974.41109,WT,mesopic,
0.2525,30174.08891,WT,mesopic,
0.2565,22413.48937,WT,mesopic,
0.2684,10860.80705,WT,mesopic,
0.2499,14129.47998,WT,mesopic,
0.2545,23251.79249,WT,mesopic,
0.2499,17531.56485,WT,mesopic,
0.2452,12367.14746,WT,mesopic,
NA,14614.92254,WT,mesopic,
0.4083,6530.059192,WT,mesopic,
0.4196,30411.59444,WT,mesopic,
0.2684,16466.16741,WT,mesopic,
NA,19731.6156,WT,mesopic,
0.2373,19894.85812,WT,mesopic,
0.2492,21533.18033,WT,mesopic,
0.3533,19795.78655,WT,mesopic,
0.2419,14525.03939,WT,mesopic,
NA,16409.06832,WT,mesopic,
0.2393,14797.6015,WT,mesopic,
0.2519,9456.499367,WT,mesopic,
0.2645,6129.546604,WT,mesopic,
0.2446,15327.94244,WT,mesopic,
0.2671,22699.41497,WT,mesopic,
0.2393,13427.98805,WT,mesopic,
NA,7155.749192,WT,mesopic,
0.2505,17665.70978,WT,mesopic,
0.2307,5731.529529,WT,mesopic,
0.234,20886.0722,WT,mesopic,
0.2346,6059.015275,WT,mesopic,
NA,7004.758238,WT,mesopic,
0.3002,6717.800564,WT,mesopic,
0.2499,25954.07785,WT,mesopic,
0.2466,29212.25246,WT,mesopic,
0.3838,17060.75951,WT,mesopic,
0.3354,14248.33998,WT,mesopic,
0.2585,17340.53137,WT,mesopic,
0.3254,15084.43731,WT,mesopic,
NA,7498.087109,WT,mesopic,
0.293,23924.38351,WT,mesopic,
0.2784,19823.04996,WT,mesopic,
0.2565,13253.14452,WT,mesopic,
NA,48070.99003,WT,mesopic,
0.2505,31249.76283,WT,mesopic,
NA,4223.245868,WT,mesopic,
0.2379,16014.91007,WT,mesopic,
0.236,14269.64012,WT,mesopic,
0.3394,9536.71702,WT,mesopic,
0.293,21087.33148,WT,mesopic,
0.291,15940.43149,WT,mesopic,
0.2519,19759.73359,WT,mesopic,
NA,15680.47589,WT,mesopic,
0.3447,23583.35359,WT,mesopic,
0.3221,15834.73014,WT,mesopic,
0.293,9911.47264,WT,mesopic,
0.3036,24480.10054,WT,mesopic,
0.2558,9287.816553,WT,mesopic,
NA,19671.59739,WT,mesopic,
0.3301,12162.573,WT,mesopic,
0.2863,14452.39431,WT,mesopic,
0.2896,20604.16006,WT,mesopic,
0.2413,10341.30477,WT,mesopic,
0.2426,15584.60085,WT,mesopic,
0.2366,17493.35234,WT,mesopic,
0.285,14900.98835,WT,mesopic,
0.2346,24117.39885,WT,mesopic,
0.2618,52552.18691,WT,mesopic,
0.3142,6567.32128,WT,mesopic,
0.2631,20405.77415,WT,mesopic,
0.2989,13186.77739,WT,mesopic,
0.2399,20378.86057,WT,mesopic,
NA,20793.13778,WT,mesopic,
0.2684,10513.37321,WT,mesopic,
0.2432,13164.26281,WT,mesopic,
NA,15202.12895,WT,mesopic,
0.279,35970.17074,WT,mesopic,
NA,25119.04907,WT,mesopic,
0.2472,21070.47419,WT,mesopic,
0.2446,7823.385713,WT,mesopic,
0.2598,14705.10905,WT,mesopic,
0.2711,25324.1339,WT,mesopic,
NA,25837.93286,WT,mesopic,
0.2486,14583.24889,WT,mesopic,
0.2426,35460.90721,WT,mesopic,
0.2539,12902.44529,WT,mesopic,
NA,17069.21185,WT,mesopic,
0.2731,6428.055882,WT,mesopic,
0.2963,8794.2771,WT,mesopic,
0.2413,16800.08783,WT,mesopic,
NA,11218.23446,WT,mesopic,
0.2519,13839.90258,WT,mesopic,
0.2273,18494.86745,WT,mesopic,
0.2121,4478.443735,WT,mesopic,
NA,16625.95836,WT,mesopic,
0.2651,24613.83546,WT,mesopic,
NA,6928.319244,WT,mesopic,
0.1929,11293.6214,WT,mesopic,
NA,16112.21049,WT,mesopic,
NA,16419.3362,WT,mesopic,
NA,19092.49922,WT,mesopic,
0.2399,16253.4356,WT,mesopic,
0.2479,11632.57907,WT,mesopic,
0.2446,14523.59932,WT,mesopic,
0.3102,7230.094336,WT,mesopic,
0.3261,8341.614156,WT,mesopic,
0.3089,14240.55199,WT,mesopic,
0.2307,4437.614193,WT,mesopic,
0.2379,22305.69767,WT,mesopic,
NA,19354.43389,WT,mesopic,
0.224,21337.57483,WT,mesopic,
0.236,7079.539605,WT,mesopic,
0.2273,36378.6958,WT,mesopic,
0.2724,34869.92764,WT,mesopic,
0.3089,13336.17109,WT,mesopic,
0.2625,27992.91249,WT,mesopic,
0.2439,20069.4264,WT,mesopic,
0.2313,22361.69698,WT,mesopic,
0.2664,6274.739117,WT,mesopic,
0.2552,7238.273493,WT,mesopic,
0.2883,20713.89827,WT,mesopic,
0.2645,23306.17246,WT,mesopic,
0.234,21118.66837,WT,mesopic,
0.3679,43243.26968,WT,mesopic,
0.2419,10997.25609,WT,mesopic,
0.2611,16350.11108,WT,mesopic,
0.2558,12052.08616,WT,mesopic,
NA,19798.80316,WT,mesopic,
0.2532,12835.76539,WT,mesopic,
0.2558,10592.84022,WT,mesopic,
0.2532,30720.66181,WT,mesopic,
NA,28507.69956,WT,mesopic,
0.2459,26005.98421,WT,mesopic,
NA,19676.22251,WT,mesopic,
NA,23283.63435,WT,mesopic,
0.2605,11561.53187,WT,mesopic,
0.2479,19513.3338,WT,mesopic,
0.2499,9390.086911,WT,mesopic,
NA,20261.80933,WT,mesopic,
0.2711,27543.68802,WT,mesopic,
NA,19295.62488,WT,mesopic,
0.3354,18143.52172,WT,mesopic,
0.2532,9510.476925,WT,mesopic,
0.2558,20774.81436,WT,mesopic,
0.2234,21354.34739,WT,mesopic,
NA,24127.78893,WT,mesopic,
0.464,9485.891132,WT,mesopic,
0.222,8874.210427,WT,mesopic,
0.2539,29635.27666,WT,mesopic,
0.2717,13852.05155,WT,mesopic,
0.2293,10068.57367,WT,mesopic,
0.2651,11042.26363,WT,mesopic,
0.2519,19935.32092,WT,mesopic,
NA,19662.99857,WT,mesopic,
0.3248,17175.07166,WT,mesopic,
NA,9163.956513,WT,mesopic,
0.2638,8774.702852,WT,mesopic,
NA,18987.01862,WT,mesopic,
NA,20175.54882,WT,mesopic,
NA,26957.67523,WT,mesopic,
NA,26884.92457,WT,mesopic,
NA,23171.90345,WT,mesopic,
0.3022,27103.55114,WT,mesopic,
0.3261,22292.95695,WT,mesopic,
0.2996,22034.19909,WT,mesopic,
0.3188,25026.23013,WT,mesopic,
0.2094,33946.80597,WT,mesopic,
0.1949,34635.38038,WT,mesopic,
0.2539,21689.07051,WT,mesopic,
NA,36434.49683,WT,mesopic,
0.2293,33704.78054,WT,mesopic,
NA,39958.51672,WT,mesopic,
NA,24838.31056,WT,mesopic,
0.2645,21486.42158,WT,mesopic,
0.2717,22182.63662,WT,mesopic,
NA,26266.14768,WT,mesopic,
NA,25031.77175,WT,mesopic,
0.3208,12815.31425,WT,mesopic,
0.3592,8718.111236,WT,mesopic,
0.2512,5824.715621,WT,mesopic,
0.2572,7822.961175,WT,mesopic,
0.4587,8739.648554,WT,mesopic,
NA,6045.822732,WT,mesopic,
NA,25305.98618,WT,mesopic,
NA,24906.073,WT,mesopic,
NA,12601.67877,WT,mesopic,
0.2373,14891.18919,WT,mesopic,
NA,18979.59664,WT,mesopic,
NA,25908.85457,WT,mesopic,
0.1876,23984.80583,WT,mesopic,
NA,22899.32619,WT,mesopic,
NA,26752.12371,WT,mesopic,
0.2068,17903.7823,WT,mesopic,
NA,23977.41181,WT,mesopic,
0.2479,17380.55088,WT,mesopic,
NA,29605.0194,WT,mesopic,
NA,29036.12759,WT,mesopic,
NA,46296.40344,WT,mesopic,
NA,43632.05154,WT,mesopic,
0.2326,43058.32042,WT,mesopic,
0.3056,28579.30762,WT,mesopic,
NA,22524.4975,WT,mesopic,
NA,44588.08869,WT,mesopic,
0.2406,22530.05483,WT,mesopic,
0.3075,16146.2925,WT,mesopic,
0.293,7083.0813,WT,mesopic,
0.2757,14395.69247,WT,mesopic,
0.2777,31232.03509,WT,mesopic,
NA,41099.26348,WT,mesopic,
NA,51575.79493,WT,mesopic,
NA,26225.57952,WT,mesopic,
0.2134,38945.05913,WT,mesopic,
NA,51876.53813,WT,mesopic,
NA,52797.23216,WT,mesopic,
0.3002,30035.10364,WT,mesopic,
0.3036,22917.40238,WT,mesopic,
0.2413,35372.04683,WT,mesopic,
0.3261,9660.41525,WT,mesopic,
0.2578,9481.880131,WT,mesopic,
0.3559,7459.432652,WT,mesopic,
0.1876,26074.17539,WT,mesopic,
0.281,19586.76554,WT,mesopic,
0.2757,16969.51847,WT,mesopic,
0.2771,19395.92834,WT,mesopic,
0.2704,15273.46585,WT,mesopic,
NA,44602.88958,WT,mesopic,
0.3427,13815.22569,WT,mesopic,
NA,25099.57407,WT,mesopic,
NA,48937.48608,WT,mesopic,
NA,53646.08643,WT,mesopic,
NA,53774.3401,WT,mesopic,
NA,39131.81326,WT,mesopic,
NA,29546.27537,WT,mesopic,
0.2989,25591.20216,WT,mesopic,
0.2625,32681.21565,WT,mesopic,
NA,89591.14622,WT,mesopic,
NA,16814.93508,WT,mesopic,
NA,53892.25328,WT,mesopic,
NA,54203.22614,WT,mesopic,
0.2691,10634.28664,WT,mesopic,
NA,60605.83221,WT,mesopic,
NA,59078.96158,WT,mesopic,
NA,62055.07803,WT,mesopic,
NA,33189.11848,WT,mesopic,
NA,32026.15208,WT,mesopic,
NA,32908.54764,WT,mesopic,
NA,52825.03926,WT,mesopic,
NA,41437.56884,WT,mesopic,
0.3579,48069.92185,WT,mesopic,
0.2539,10740.91769,WT,mesopic,
0.1856,33929.05761,WT,mesopic,
NA,35353.49309,WT,mesopic,
NA,61952.07764,WT,mesopic,
NA,39234.05969,WT,mesopic,
0.3301,22307.99727,WT,mesopic,
0.2863,6767.261191,WT,mesopic,
0.3049,67853.59806,WT,mesopic,
0.3453,15948.18193,WT,mesopic,
NA,21945.48541,WT,mesopic,
NA,19211.53051,WT,mesopic,
NA,28198.87817,WT,mesopic,
0.2161,45900.02255,WT,mesopic,
NA,52896.42979,WT,mesopic,
NA,46159.03395,WT,mesopic,
0.2797,27978.28665,WT,mesopic,
0.1896,30545.31379,WT,mesopic,
NA,39882.96781,WT,mesopic,
NA,26667.43209,WT,mesopic,
0.35,29987.32424,WT,mesopic,
0.4063,32381.85869,WT,mesopic,
NA,27877.41397,WT,mesopic,
0.2101,30344.71682,WT,mesopic,
NA,25205.58047,WT,mesopic,
0.2505,45748.51784,WT,mesopic,
NA,26730.40135,WT,mesopic,
NA,45886.08827,WT,mesopic,
NA,50290.19415,WT,mesopic,
NA,47959.63732,WT,mesopic,
NA,36385.80652,WT,mesopic,
NA,42677.20112,WT,mesopic,
NA,41975.38743,WT,mesopic,
0.3851,39030.37459,WT,mesopic,
0.2439,29510.26725,WT,mesopic,
NA,26877.10028,WT,mesopic,
NA,36508.31247,WT,mesopic,
0.2088,26346.94054,WT,mesopic,
0.222,31107.90115,WT,mesopic,
NA,36101.90635,WT,mesopic,
0.232,18868.6267,WT,mesopic,
0.2406,15858.74918,WT,mesopic,
0.2393,9491.89443,WT,mesopic,
0.2578,11791.33218,WT,mesopic,
0.2439,20744.12773,WT,mesopic,
0.3195,9732.079986,WT,mesopic,
0.3685,28793.59,WT,mesopic,
NA,52474.79314,WT,mesopic,
NA,40003.52273,WT,mesopic,
NA,39106.20685,WT,mesopic,
NA,21495.19919,WT,mesopic,
0.2406,15771.61537,WT,mesopic,
0.2333,27501.27019,WT,mesopic,
0.3009,14847.98661,WT,mesopic,
0.2737,28205.08054,WT,mesopic,
NA,18010.08183,WT,mesopic,
0.2744,44975.63503,WT,mesopic,
NA,26212.53706,WT,mesopic,
NA,54603.83569,WT,mesopic,
NA,44187.90393,WT,mesopic,
NA,46573.5665,WT,mesopic,
0.3062,24226.45772,WT,mesopic,
NA,24024.53318,WT,mesopic,
0.1836,20311.09025,WT,mesopic,
NA,49514.36636,WT,mesopic,
NA,34424.7074,WT,mesopic,
0.2837,37035.5324,WT,mesopic,
0.2267,32084.31449,WT,mesopic,
NA,29229.89875,WT,mesopic,
NA,45222.66808,WT,mesopic,
0.2406,45349.23336,WT,mesopic,
0.2976,5957.631068,WT,mesopic,
NA,50113.75933,WT,mesopic,
0.2963,25802.48879,WT,mesopic,
NA,16272.0719,WT,mesopic,
0.2552,22523.18036,WT,mesopic,
0.3367,29937.39617,WT,mesopic,
NA,52556.6967,WT,mesopic,
0.2088,21466.9663,WT,mesopic,
NA,30545.68881,WT,mesopic,
0.2194,28753.76827,WT,mesopic,
0.234,22173.54039,WT,mesopic,
0.285,35271.31089,WT,mesopic,
NA,52486.83252,WT,mesopic,
0.3049,36514.47194,WT,mesopic,
NA,17424.74172,WT,mesopic,
NA,40737.53506,WT,mesopic,
NA,53396.22077,WT,mesopic,
NA,25744.62483,WT,mesopic,
NA,45344.77207,WT,mesopic,
NA,45002.11001,WT,mesopic,
NA,30315.28337,WT,mesopic,
0.3864,10095.24278,WT,mesopic,
NA,25840.93086,WT,mesopic,
NA,36099.5043,WT,mesopic,
NA,15470.10063,WT,mesopic,
NA,32236.73426,WT,mesopic,
NA,17517.60782,WT,mesopic,
NA,22090.61968,WT,mesopic,
0.2903,30466.02392,WT,mesopic,
NA,33745.96757,WT,mesopic,
NA,31025.16098,WT,mesopic,
NA,25097.17226,WT,mesopic,
0.2625,25974.26389,WT,mesopic,
0.2147,7315.568626,WT,mesopic,
0.2187,14934.91389,WT,mesopic,
NA,25157.14839,WT,mesopic,
0.46,58677.64558,WT,mesopic,
0.2843,30020.42239,WT,mesopic,
0.4606,13645.48596,WT,mesopic,
0.2558,53492.75459,WT,mesopic,
0.2254,19592.6164,WT,mesopic,
0.2333,27725.41639,WT,mesopic,
0.2777,15739.74128,WT,mesopic,
0.2499,12650.23739,WT,mesopic,
0.2419,8458.878366,WT,mesopic,
0.4017,23219.08635,WT,mesopic,
0.3798,19153.5479,WT,mesopic,
NA,27505.01974,WT,mesopic,
0.2273,14772.77193,WT,mesopic,
0.2903,52133.03351,WT,mesopic,
0.3897,6498.997806,WT,mesopic,
0.3002,22491.61269,WT,mesopic,
0.4673,7478.083459,WT,mesopic,
NA,13391.83284,WT,mesopic,
0.2227,15395.85152,WT,mesopic,
NA,11878.89008,WT,mesopic,
NA,17267.68439,WT,mesopic,
NA,14989.94555,WT,mesopic,
0.2194,25452.32532,WT,mesopic,
NA,24392.25332,WT,mesopic,
0.2505,24087.04246,WT,mesopic,
0.3248,21061.62647,WT,mesopic,
0.1935,43643.55516,WT,mesopic,
0.1876,6865.707458,WT,mesopic,
0.3002,23502.45141,WT,mesopic,
0.2664,20423.24943,WT,mesopic,
NA,11944.32621,WT,mesopic,
0.2055,12952.19439,WT,mesopic,
0.2943,18579.10362,WT,mesopic,
0.3062,11087.89053,WT,mesopic,
0.2678,16280.84412,WT,mesopic,
0.1962,27975.98736,WT,mesopic,
0.2128,31139.42337,WT,mesopic,
0.2737,48075.32685,WT,mesopic,
NA,25723.13726,WT,mesopic,
0.2877,32450.22125,WT,mesopic,
0.3526,23281.0367,WT,mesopic,
NA,66850.37184,WT,mesopic,
NA,25838.88064,WT,mesopic,
0.222,31556.03149,WT,mesopic,
NA,29998.32707,WT,mesopic,
0.226,29814.32379,WT,mesopic,
NA,25784.17882,WT,mesopic,
NA,33436.18569,WT,mesopic,
NA,30746.27677,WT,mesopic,
NA,28486.22517,WT,mesopic,
NA,29897.04289,WT,mesopic,
0.3394,13550.87746,WT,mesopic,
0.3181,13428.65788,WT,mesopic,
NA,28074.83241,WT,mesopic,
NA,34499.16049,WT,mesopic,
NA,30337.5285,WT,mesopic,
0.2598,8571.185716,WT,mesopic,
0.2373,17747.14253,WT,mesopic,
0.2326,16909.45936,WT,mesopic,
0.2525,12506.38267,WT,mesopic,
NA,45769.48558,WT,mesopic,
NA,39674.38557,WT,mesopic,
NA,18138.92071,WT,mesopic,
0.2373,26287.25247,WT,mesopic,
NA,22080.94354,WT,mesopic,
NA,18928.10575,WT,mesopic,
NA,16755.94805,WT,mesopic,
NA,24248.34138,WT,mesopic,
NA,32998.41675,WT,mesopic,
NA,42968.6203,WT,mesopic,
NA,42343.61812,WT,mesopic,
NA,37890.37014,WT,mesopic,
0.2737,14723.77725,WT,mesopic,
0.2061,32931.02681,WT,mesopic,
0.1776,20783.52965,WT,mesopic,
NA,28813.51641,WT,mesopic,
NA,30549.29943,WT,mesopic,
NA,27773.56478,WT,mesopic,
NA,33252.68604,WT,mesopic,
0.3122,29735.36238,WT,mesopic,
0.1876,27781.11017,WT,mesopic,
NA,24387.48555,WT,mesopic,
NA,26166.71139,WT,mesopic,
0.2267,24795.87625,WT,mesopic,
NA,25028.53587,WT,mesopic,
NA,16172.71456,WT,mesopic,
NA,23523.39777,WT,mesopic,
NA,17928.3296,WT,mesopic,
NA,23501.11399,WT,mesopic,
0.3155,36923.77325,WT,mesopic,
NA,37071.30277,WT,mesopic,
NA,46817.7003,WT,mesopic,
NA,31259.04687,WT,mesopic,
NA,25441.50079,WT,mesopic,
NA,22976.74743,WT,mesopic,
NA,23546.9381,WT,mesopic,
NA,26492.4541,WT,mesopic,
NA,25903.67264,WT,mesopic,
NA,33828.20971,WT,mesopic,
NA,24226.51352,WT,mesopic,
NA,22555.72667,WT,mesopic,
NA,26795.1681,WT,mesopic,
NA,28559.15928,WT,mesopic,
NA,5447.526392,WT,mesopic,
0.3102,7369.654556,WT,mesopic,
NA,13927.57314,WT,mesopic,
0.3089,9204.539238,WT,mesopic,
0.3294,9811.950033,WT,mesopic,
