time_to_zero,rf_area,condition,stimulus,.
0.3738,7216.990216,1M,mesopic,
0.2956,13506.75296,1M,mesopic,
0.4699,12841.02004,1M,mesopic,
0.3387,6108.880184,1M,mesopic,
0.405,9880.388897,1M,mesopic,
0.3473,19072.97681,1M,mesopic,
0.34,7518.252267,1M,mesopic,
0.4759,18015.17775,1M,mesopic,
0.3897,14068.08904,1M,mesopic,
0.2638,10910.01128,1M,mesopic,
0.3241,11966.46896,1M,mesopic,
0.2585,5257.809415,1M,mesopic,
0.3732,15530.14579,1M,mesopic,
0.2751,8770.51652,1M,mesopic,
0.2698,6151.929399,1M,mesopic,
0.2499,22764.03265,1M,mesopic,
0.4408,24057.73156,1M,mesopic,
0.5296,8385.872851,1M,mesopic,
0.344,14987.41343,1M,mesopic,
0.2572,8673.510934,1M,mesopic,
0.3221,16627.88676,1M,mesopic,
0.2393,6134.940216,1M,mesopic,
0.2519,11191.84075,1M,mesopic,
0.3864,4635.393756,1M,mesopic,
0.3188,6196.987973,1M,mesopic,
0.281,10020.80562,1M,mesopic,
0.3546,11940.61374,1M,mesopic,
0.3427,17627.06216,1M,mesopic,
0.4931,6479.920759,1M,mesopic,
0.3506,13301.93464,1M,mesopic,
0.2923,6561.636494,1M,mesopic,
0.3626,22137.54817,1M,mesopic,
0.3374,26359.88648,1M,mesopic,
0.2207,5278.895206,1M,mesopic,
0.2094,6546.044344,1M,mesopic,
0.2658,10176.91009,1M,mesopic,
0.3791,28911.07477,1M,mesopic,
0.2499,5351.434344,1M,mesopic,
0.3029,9320.467222,1M,mesopic,
0.287,12512.95708,1M,mesopic,
0.2486,4740.348611,1M,mesopic,
0.3413,14555.68585,1M,mesopic,
0.4447,16802.68978,1M,mesopic,
0.3785,14191.28036,1M,mesopic,
0.2094,15917.29129,1M,mesopic,
0.3095,9383.443711,1M,mesopic,
0.4355,13201.16441,1M,mesopic,
0.3665,16030.61118,1M,mesopic,
0.4938,23746.43884,1M,mesopic,
0.342,11750.44892,1M,mesopic,
0.2645,14346.4262,WT,mesopic,
0.2717,19892.44689,WT,mesopic,
0.2936,15080.05901,WT,mesopic,
0.2717,11820.33453,WT,mesopic,
0.2923,7388.777149,WT,mesopic,
0.2777,15237.11877,WT,mesopic,
0.2777,15027.92956,WT,mesopic,
0.2618,17534.87788,WT,mesopic,
0.285,14556.73685,WT,mesopic,
0.2512,26708.22895,WT,mesopic,
0.3062,14444.24811,WT,mesopic,
0.3102,16359.8293,WT,mesopic,
0.2678,26424.33607,WT,mesopic,
NA,9943.132931,WT,mesopic,
NA,18440.90773,WT,mesopic,
0.2326,14204.48861,WT,mesopic,
0.226,23165.41653,WT,mesopic,
NA,26814.31694,WT,mesopic,
0.1942,28031.28832,WT,mesopic,
0.2068,28023.86021,WT,mesopic,
NA,24703.38698,WT,mesopic,
0.2307,24329.07206,WT,mesopic,
0.2552,22234.50988,WT,mesopic,
0.2293,25938.42612,WT,mesopic,
0.2565,15962.27985,WT,mesopic,
0.222,31404.15943,WT,mesopic,
NA,21802.44285,WT,mesopic,
0.3367,19675.27001,WT,mesopic,
0.2664,10884.45249,WT,mesopic,
0.2346,38816.37009,WT,mesopic,
0.3082,14170.59007,WT,mesopic,
0.2638,13393.33869,WT,mesopic,
0.2366,16252.53233,WT,mesopic,
NA,31668.59029,WT,mesopic,
NA,28759.88047,WT,mesopic,
NA,23237.69894,WT,mesopic,
0.2558,17563.68427,WT,mesopic,
0.2486,30497.53779,WT,mesopic,
0.3274,16208.23724,WT,mesopic,
0.2293,19090.79793,WT,mesopic,
0.2658,28890.21574,WT,mesopic,
NA,30947.00042,WT,mesopic,
NA,48556.72086,WT,mesopic,
0.2983,18446.90384,WT,mesopic,
0.2658,14455.80157,WT,mesopic,
0.2399,20083.26309,WT,mesopic,
0.2532,18046.1343,WT,mesopic,
0.2492,10010.65974,WT,mesopic,
0.2008,30640.83647,WT,mesopic,
0.4799,15769.60441,WT,mesopic,
0.2704,21831.20445,WT,mesopic,
0.2585,16891.58957,WT,mesopic,
0.2499,18150.2958,WT,mesopic,
NA,34937.78842,WT,mesopic,
NA,8596.732177,WT,mesopic,
0.3811,17308.8053,WT,mesopic,
0.2353,40954.0472,WT,mesopic,
0.2273,22699.54834,WT,mesopic,
0.2486,24967.93185,WT,mesopic,
NA,36251.48792,WT,mesopic,
0.2088,14354.97873,WT,mesopic,
0.2552,22489.05904,WT,mesopic,
0.2711,22841.36757,WT,mesopic,
NA,19086.55318,WT,mesopic,
NA,30836.22123,WT,mesopic,
NA,25540.27999,WT,mesopic,
NA,5513.302422,WT,mesopic,
0.2486,37317.49756,WT,mesopic,
0.2247,19910.35303,WT,mesopic,
0.2167,24627.08061,WT,mesopic,
0.2214,28196.08188,WT,mesopic,
0.2101,6505.497085,WT,mesopic,
0.2254,14732.65343,WT,mesopic,
0.23,12251.04373,WT,mesopic,
0.2578,16810.61431,WT,mesopic,
0.228,20103.19051,WT,mesopic,
0.2187,22069.34312,WT,mesopic,
0.3175,16243.65497,WT,mesopic,
NA,38641.98969,WT,mesopic,
0.2645,14874.40586,WT,mesopic,
0.2923,14885.55466,WT,mesopic,
0.2923,25517.20261,WT,mesopic,
0.2638,15608.91604,WT,mesopic,
0.2578,22846.53518,WT,mesopic,
0.2598,12644.53018,WT,mesopic,
0.2545,13843.29419,WT,mesopic,
0.3486,19055.23838,WT,mesopic,
0.3122,18990.28664,WT,mesopic,
0.226,41048.23304,WT,mesopic,
NA,38489.57359,WT,mesopic,
0.2452,13689.98547,WT,mesopic,
0.2353,16420.64155,WT,mesopic,
0.226,40872.12119,WT,mesopic,
0.2996,15205.15335,WT,mesopic,
0.3181,17477.09403,WT,mesopic,
NA,27563.20091,WT,mesopic,
0.3002,11035.2857,WT,mesopic,
0.2956,17671.30811,WT,mesopic,
0.2499,11742.84955,WT,mesopic,
NA,18373.48486,WT,mesopic,
0.5634,9193.733423,WT,mesopic,
0.2777,14829.33275,WT,mesopic,
NA,29600.41866,WT,mesopic,
0.2439,14981.56959,WT,mesopic,
0.2704,35369.51868,WT,mesopic,
0.2863,25586.1414,WT,mesopic,
0.2439,26355.08492,WT,mesopic,
0.2943,20402.18691,WT,mesopic,
0.2843,17358.46367,WT,mesopic,
0.287,18651.97477,WT,mesopic,
0.3287,19369.53781,WT,mesopic,
0.2446,10761.6603,WT,mesopic,
0.2638,17916.54531,WT,mesopic,
0.3341,20291.40428,WT,mesopic,
0.2432,18258.25795,WT,mesopic,
0.2466,17044.47576,WT,mesopic,
0.3692,18724.04856,WT,mesopic,
0.2916,23239.52022,WT,mesopic,
0.291,19903.92077,WT,mesopic,
0.3168,15211.08847,WT,mesopic,
NA,33054.07476,WT,mesopic,
0.3201,16637.46841,WT,mesopic,
0.2691,15457.24188,WT,mesopic,
0.4487,5939.135269,WT,mesopic,
NA,25629.38497,WT,mesopic,
0.2572,8992.146356,WT,mesopic,
0.228,42141.94428,WT,mesopic,
0.2558,15661.57629,WT,mesopic,
NA,19926.72157,WT,mesopic,
0.2578,7111.881223,WT,mesopic,
0.2532,15129.46275,WT,mesopic,
0.232,22460.74236,WT,mesopic,
0.2963,31302.49932,WT,mesopic,
0.2459,7804.684405,WT,mesopic,
0.2479,5489.462569,WT,mesopic,
0.2883,16062.71203,WT,mesopic,
0.2943,27676.49811,WT,mesopic,
NA,40788.2938,WT,mesopic,
NA,10662.41535,WT,mesopic,
0.236,16765.34334,WT,mesopic,
0.2174,27176.62777,WT,mesopic,
0.228,23547.24394,WT,mesopic,
0.2346,17897.72849,WT,mesopic,
NA,38600.8011,WT,mesopic,
0.22,36927.83358,WT,mesopic,
NA,32611.25263,WT,mesopic,
NA,23175.65875,WT,mesopic,
0.2207,17726.11895,WT,mesopic,
0.2479,22825.60069,WT,mesopic,
0.2764,22603.23079,WT,mesopic,
0.2532,18166.54663,WT,mesopic,
0.3486,16605.91715,WT,mesopic,
0.3102,6532.255481,WT,mesopic,
0.3009,24404.30733,WT,mesopic,
0.2611,20074.27003,WT,mesopic,
0.2505,18629.52726,WT,mesopic,
0.4553,9359.904327,WT,mesopic,
0.2174,33762.07463,WT,mesopic,
0.2393,7608.336236,WT,mesopic,
0.2366,13508.18197,WT,mesopic,
0.3632,18169.09044,WT,mesopic,
0.3241,20380.07271,WT,mesopic,
0.2147,29147.66989,WT,mesopic,
NA,13770.60388,WT,mesopic,
0.2181,8080.501128,WT,mesopic,
NA,37300.87116,WT,mesopic,
NA,35795.90568,WT,mesopic,
0.3162,17573.88099,WT,mesopic,
0.2128,38515.49308,WT,mesopic,
NA,10834.09353,WT,mesopic,
0.2247,20648.83647,WT,mesopic,
0.2532,13134.64265,WT,mesopic,
0.3354,14492.92552,WT,mesopic,
0.3022,6141.977779,WT,mesopic,
NA,37078.30873,WT,mesopic,
0.4328,20285.68048,WT,mesopic,
NA,24410.28914,WT,mesopic,
0.2578,8497.997827,WT,mesopic,
0.2532,22546.33896,WT,mesopic,
NA,27879.50888,WT,mesopic,
0.3042,56750.71606,WT,mesopic,
NA,39176.16061,WT,mesopic,
NA,29810.10553,WT,mesopic,
0.226,14606.6827,WT,mesopic,
0.2267,18985.72044,WT,mesopic,
NA,37042.28647,WT,mesopic,
0.3884,21598.41384,WT,mesopic,
0.2141,34941.94872,WT,mesopic,
0.222,32212.29712,WT,mesopic,
0.3228,18188.49752,WT,mesopic,
0.3659,20230.17334,WT,mesopic,
0.3082,19876.91767,WT,mesopic,
NA,41057.83256,WT,mesopic,
NA,46903.51842,WT,mesopic,
NA,44198.7589,WT,mesopic,
0.2552,15573.91066,WT,mesopic,
NA,17024.2065,WT,mesopic,
NA,33003.11302,WT,mesopic,
NA,53756.39698,WT,mesopic,
0.2393,21407.33469,WT,mesopic,
0.222,37809.40883,WT,mesopic,
0.2254,30583.63409,WT,mesopic,
NA,36516.05063,WT,mesopic,
0.3964,20692.52664,WT,mesopic,
0.2366,20118.77994,WT,mesopic,
0.1982,35155.15699,WT,mesopic,
NA,32741.40357,WT,mesopic,
0.2333,7632.387626,WT,mesopic,
0.2731,29844.06689,WT,mesopic,
NA,52914.66691,WT,mesopic,
0.2147,37598.3487,WT,mesopic,
0.3069,37470.77473,WT,mesopic,
0.2439,23662.42198,WT,mesopic,
0.2419,35442.95898,WT,mesopic,
NA,37699.31614,WT,mesopic,
NA,36784.74009,WT,mesopic,
0.2903,14526.7014,WT,mesopic,
0.2101,8970.157,WT,mesopic,
0.3798,15078.97913,WT,mesopic,
0.2645,15474.1093,WT,mesopic,
0.234,44300.17909,WT,mesopic,
0.2406,29407.06677,WT,mesopic,
NA,43550.6274,WT,mesopic,
NA,24828.22647,WT,mesopic,
NA,26135.55215,WT,mesopic,
0.2638,7249.907265,WT,mesopic,
0.609113505,9948.100842,WT,mesopic,
0.3248,20028.30095,WT,mesopic,
NA,27085.79602,WT,mesopic,
0.3287,19653.82355,WT,mesopic,
0.2466,16427.5123,WT,mesopic,
0.2194,23399.72538,WT,mesopic,
0.2771,15446.35581,WT,mesopic,
0.2512,18333.34646,WT,mesopic,
0.2234,48096.37127,WT,mesopic,
0.2406,38363.39556,WT,mesopic,
0.2214,19427.73222,WT,mesopic,
0.2989,19001.96869,WT,mesopic,
0.2625,14523.40298,WT,mesopic,
0.2499,19422.78956,WT,mesopic,
0.3473,8409.782836,WT,mesopic,
0.3016,17560.14309,WT,mesopic,
0.607787904,8063.017297,WT,mesopic,
0.291,18782.47962,WT,mesopic,
0.3321,20896.29885,WT,mesopic,
0.3347,19971.59912,WT,mesopic,
0.2439,25225.35306,WT,mesopic,
0.3181,17442.79542,WT,mesopic,
NA,14671.81034,WT,mesopic,
0.2751,19385.78432,WT,mesopic,
0.2989,19543.70183,WT,mesopic,
0.2247,28538.50445,WT,mesopic,
0.3049,34561.67853,WT,mesopic,
0.2505,19495.39673,WT,mesopic,
0.2426,34893.2097,WT,mesopic,
0.2611,17976.07807,WT,mesopic,
0.2088,18026.30508,WT,mesopic,
0.2393,27026.43103,WT,mesopic,
0.2525,15311.78867,WT,mesopic,
0.2618,19401.70072,WT,mesopic,
0.2432,13790.80256,WT,mesopic,
0.2525,16962.25461,WT,mesopic,
NA,42393.09706,WT,mesopic,
NA,40549.97867,WT,mesopic,
NA,37903.21316,WT,mesopic,
0.3221,23186.56481,WT,mesopic,
NA,29578.22534,WT,mesopic,
0.2598,29099.98299,WT,mesopic,
0.3751,22210.59827,WT,mesopic,
0.3327,26732.84903,WT,mesopic,
0.2207,17060.35775,WT,mesopic,
0.234,18704.28368,WT,mesopic,
0.3274,14216.96824,WT,mesopic,
NA,28247.67296,WT,mesopic,
NA,30154.5765,WT,mesopic,
0.3201,21869.6281,WT,mesopic,
0.2771,15412.46971,WT,mesopic,
0.3751,59589.8467,WT,mesopic,
0.2512,20491.30399,WT,mesopic,
0.2413,20143.10124,WT,mesopic,
NA,34972.43183,WT,mesopic,
NA,26128.36359,WT,mesopic,
0.2128,32674.65378,WT,mesopic,
0.2181,37708.50347,WT,mesopic,
0.232,35383.59805,WT,mesopic,
0.2068,20451.3247,WT,mesopic,
0.2121,11866.29298,WT,mesopic,
0.2393,31192.80226,WT,mesopic,
0.2439,16726.24222,WT,mesopic,
NA,37438.41081,WT,mesopic,
0.3181,9405.365453,WT,mesopic,
0.3367,12046.31688,WT,mesopic,
0.3274,12728.83371,WT,mesopic,
0.2651,16583.00921,WT,mesopic,
0.2399,33930.18961,WT,mesopic,
0.2426,19849.4407,WT,mesopic,
0.2592,14472.13947,WT,mesopic,
0.2386,21138.90368,WT,mesopic,
0.2452,8562.908994,WT,mesopic,
NA,6535.712321,WT,mesopic,
0.2386,14391.47855,WT,mesopic,
0.2804,18018.46343,WT,mesopic,
0.2691,18957.88457,WT,mesopic,
0.2519,16968.41695,WT,mesopic,
0.2837,10629.03947,WT,mesopic,
0.2426,12282.66001,WT,mesopic,
0.2452,16721.73001,WT,mesopic,
0.3453,12837.17653,WT,mesopic,
NA,27829.02048,WT,mesopic,
0.3254,17696.39718,WT,mesopic,
0.342,12346.81847,WT,mesopic,
0.3725,16902.15918,WT,mesopic,
0.2923,24625.30964,WT,mesopic,
0.236,20891.0987,WT,mesopic,
0.3142,8252.313411,WT,mesopic,
0.3254,15281.28922,WT,mesopic,
0.3042,15642.15298,WT,mesopic,
0.2578,11848.55086,WT,mesopic,
0.2671,18377.61913,WT,mesopic,
0.3327,17492.90843,WT,mesopic,
0.2605,13799.73024,WT,mesopic,
0.2313,22661.74543,WT,mesopic,
0.2505,21119.97348,WT,mesopic,
0.2326,10792.38401,WT,mesopic,
0.2505,14401.20394,WT,mesopic,
0.3135,30463.96951,WT,mesopic,
0.2214,40947.71378,WT,mesopic,
0.3228,18178.30061,WT,mesopic,
0.2406,11847.15535,WT,mesopic,
NA,6193.336438,WT,mesopic,
NA,21222.18555,WT,mesopic,
NA,22072.39559,WT,mesopic,
0.2969,11740.45674,WT,mesopic,
0.3016,26797.34749,WT,mesopic,
0.2121,35852.28446,WT,mesopic,
0.3572,17675.88364,WT,mesopic,
0.2618,6164.056559,WT,mesopic,
0.2552,17173.68453,WT,mesopic,
0.2618,14195.19762,WT,mesopic,
0.2539,5359.217444,WT,mesopic,
NA,7059.937231,WT,mesopic,
0.2751,6982.024266,WT,mesopic,
0.4149,15568.52118,WT,mesopic,
0.2737,10783.18851,WT,mesopic,
0.285,8340.334932,WT,mesopic,
0.3911,18627.07288,WT,mesopic,
0.3639,17909.50623,WT,mesopic,
0.3559,17271.98399,WT,mesopic,
0.3367,15024.03301,WT,mesopic,
0.3307,12692.20803,WT,mesopic,
0.4388,17328.34876,WT,mesopic,
0.3155,16409.18772,WT,mesopic,
0.5607,10858.67665,WT,mesopic,
NA,29735.84657,WT,mesopic,
0.3089,19201.57145,WT,mesopic,
0.2446,65486.15885,WT,mesopic,
0.2532,8815.173809,WT,mesopic,
NA,23646.02224,WT,mesopic,
NA,22236.96416,WT,mesopic,
0.2625,9770.257685,WT,mesopic,
0.4229,18932.97974,WT,mesopic,
NA,18094.01424,WT,mesopic,
0.2903,23050.34632,WT,mesopic,
0.3095,18154.99143,WT,mesopic,
0.2717,15815.60911,WT,mesopic,
0.2373,23603.86739,WT,mesopic,
0.3493,18095.81953,WT,mesopic,
0.3102,24212.21284,WT,mesopic,
0.2804,18730.2253,WT,mesopic,
0.2651,15590.8315,WT,mesopic,
0.3758,20219.23264,WT,mesopic,
0.3857,17500.2925,WT,mesopic,
0.2592,23067.17132,WT,mesopic,
0.5541,21459.52526,WT,mesopic,
0.2326,22598.25711,WT,mesopic,
0.2671,23664.19863,WT,mesopic,
0.3268,19202.39757,WT,mesopic,
0.3347,19569.79146,WT,mesopic,
0.3579,38878.35017,WT,mesopic,
0.4089,16110.90272,WT,mesopic,
0.2757,16661.58802,WT,mesopic,
0.2757,21908.46814,WT,mesopic,
NA,25667.35243,WT,mesopic,
0.2638,16143.57268,WT,mesopic,
0.2625,18875.33878,WT,mesopic,
0.2379,36614.804,WT,mesopic,
0.3155,17312.47812,WT,mesopic,
0.3473,40460.6172,WT,mesopic,
0.2949,25373.57984,WT,mesopic,
0.3029,23291.12191,WT,mesopic,
0.2949,14282.54709,WT,mesopic,
0.2572,10802.06549,WT,mesopic,
0.4189,18611.56955,WT,mesopic,
0.2419,40277.61173,WT,mesopic,
0.2863,20468.29893,WT,mesopic,
0.2771,13671.74303,WT,mesopic,
0.3248,23322.54688,WT,mesopic,
0.3195,20923.36809,WT,mesopic,
0.2472,25979.97244,WT,mesopic,
0.2486,28363.32804,WT,mesopic,
0.3254,18581.61133,WT,mesopic,
0.3022,16863.66984,WT,mesopic,
0.2472,38130.6578,WT,mesopic,
0.2439,24247.94497,WT,mesopic,
0.2446,28275.4402,WT,mesopic,
0.2824,25183.43721,WT,mesopic,
0.3002,7673.233724,WT,mesopic,
0.2578,14895.34279,WT,mesopic,
0.2307,9472.260349,WT,mesopic,
0.2552,7509.996412,WT,mesopic,
0.2393,13829.49501,WT,mesopic,
0.2413,9111.472955,WT,mesopic,
0.232,24592.03712,WT,mesopic,
0.2373,31976.9952,WT,mesopic,
NA,34773.31061,WT,mesopic,
0.2333,28783.3208,WT,mesopic,
0.3049,18967.61457,WT,mesopic,
NA,29774.56336,WT,mesopic,
NA,24197.04,WT,mesopic,
NA,6507.250078,WT,mesopic,
0.2446,35815.52225,WT,mesopic,
0.2386,27603.65611,WT,mesopic,
0.2432,35101.23537,WT,mesopic,
0.2877,8285.187122,WT,mesopic,
0.2194,6220.812447,WT,mesopic,
0.2784,15670.93255,WT,mesopic,
NA,11093.2621,WT,mesopic,
NA,15752.43572,WT,mesopic,
0.2379,33198.48817,WT,mesopic,
0.3851,8781.448268,WT,mesopic,
0.2565,36480.25156,WT,mesopic,
0.2757,17330.9822,WT,mesopic,
0.2439,29956.19912,WT,mesopic,
0.222,23471.79986,WT,mesopic,
0.2684,15498.41084,WT,mesopic,
0.2353,42183.98373,WT,mesopic,
0.1935,27573.9806,WT,mesopic,
NA,30745.68209,WT,mesopic,
0.2379,19908.51357,WT,mesopic,
0.2313,29600.83953,WT,mesopic,
0.3049,20968.17376,WT,mesopic,
0.2717,13892.86416,WT,mesopic,
0.2751,15431.51973,WT,mesopic,
0.2432,23983.43101,WT,mesopic,
0.2532,24235.77819,WT,mesopic,
0.2751,22513.6156,WT,mesopic,
0.2751,21267.38342,WT,mesopic,
0.2691,20143.00287,WT,mesopic,
0.2698,19871.84537,WT,mesopic,
0.2439,24579.5774,WT,mesopic,
0.2366,21815.58351,WT,mesopic,
0.2578,17576.3726,WT,mesopic,
NA,30782.9567,WT,mesopic,
NA,27865.59567,WT,mesopic,
NA,24832.69588,WT,mesopic,
NA,33272.79019,WT,mesopic,
0.2545,9225.76136,WT,mesopic,
0.2492,33137.30641,WT,mesopic,
NA,25342.09702,WT,mesopic,
0.289,16746.07624,WT,mesopic,
0.3115,14023.05815,WT,mesopic,
0.2605,19317.11522,WT,mesopic,
0.2486,19607.04512,WT,mesopic,
NA,22556.30413,WT,mesopic,
0.2565,24823.30807,WT,mesopic,
0.2552,9839.89317,WT,mesopic,
0.3228,20016.42162,WT,mesopic,
0.3228,20473.01335,WT,mesopic,
NA,21008.60311,WT,mesopic,
0.2645,29560.86651,WT,mesopic,
0.2989,20633.51843,WT,mesopic,
NA,14463.08186,WT,mesopic,
0.2048,18784.78938,WT,mesopic,
0.2287,32898.63418,WT,mesopic,
0.234,20665.66817,WT,mesopic,
0.2346,19773.88821,WT,mesopic,
0.2519,20800.89255,WT,mesopic,
NA,19104.38107,WT,mesopic,
0.2479,21483.29245,WT,mesopic,
0.2426,30925.95099,WT,mesopic,
0.2366,14489.85352,WT,mesopic,
NA,23306.55997,WT,mesopic,
0.2731,13760.62646,WT,mesopic,
0.3109,18313.95877,WT,mesopic,
0.289,18174.31748,WT,mesopic,
0.3056,17481.02474,WT,mesopic,
0.3062,14462.21795,WT,mesopic,
NA,20263.71713,WT,mesopic,
NA,22972.02376,WT,mesopic,
0.2313,18322.36827,WT,mesopic,
0.2194,20758.83906,WT,mesopic,
NA,20879.26426,WT,mesopic,
0.22,23283.40517,WT,mesopic,
NA,24478.54315,WT,mesopic,
0.2585,28670.23111,WT,mesopic,
0.2008,29638.87727,WT,mesopic,
0.2419,29738.99454,WT,mesopic,
0.2088,19492.33171,WT,mesopic,
NA,29264.93092,WT,mesopic,
NA,24775.57392,WT,mesopic,
0.236,5066.986481,WT,mesopic,
NA,27077.11822,WT,mesopic,
0.2147,27317.6521,WT,mesopic,
0.2326,19684.18085,WT,mesopic,
NA,27400.89754,WT,mesopic,
NA,25805.10501,WT,mesopic,
NA,24884.41321,WT,mesopic,
0.22,24391.13061,WT,mesopic,
NA,17983.14409,WT,mesopic,
NA,31577.60907,WT,mesopic,
0.2413,31616.30852,WT,mesopic,
0.3281,7391.442798,WT,mesopic,
0.2353,5989.801452,WT,mesopic,
0.2625,13960.68968,WT,mesopic,
0.293,22390.20223,WT,mesopic,
NA,19011.64824,WT,mesopic,
NA,22635.21336,WT,mesopic,
0.2399,12876.07603,WT,mesopic,
NA,10468.28953,WT,mesopic,
0.1995,9446.019931,WT,mesopic,
NA,14332.27921,WT,mesopic,
NA,11951.40306,WT,mesopic,
NA,10679.56123,WT,mesopic,
NA,9471.041071,WT,mesopic,
0.2386,14085.82643,WT,mesopic,
0.2711,49731.42402,WT,mesopic,
0.2857,6441.114922,WT,mesopic,
NA,47911.35536,WT,mesopic,
NA,20380.14357,WT,mesopic,
0.228,11678.1416,WT,mesopic,
NA,13549.02528,WT,mesopic,
NA,19588.93516,WT,mesopic,
NA,18246.12158,WT,mesopic,
NA,8888.794063,WT,mesopic,
NA,12093.44959,WT,mesopic,
NA,17287.15175,WT,mesopic,
NA,9076.98241,WT,mesopic,
0.2824,9609.414305,WT,mesopic,
NA,7919.696712,WT,mesopic,
NA,5405.043124,WT,mesopic,
NA,20359.33489,WT,mesopic,
NA,27909.12877,WT,mesopic,
NA,29681.78943,WT,mesopic,
NA,22211.0867,WT,mesopic,
NA,23217.13785,WT,mesopic,
NA,22792.9898,WT,mesopic,
NA,7670.499983,WT,mesopic,
0.2247,6079.478119,WT,mesopic,
NA,17331.06798,WT,mesopic,
0.2293,22299.94913,WT,mesopic,
NA,12580.13663,WT,mesopic,
NA,30706.3944,WT,mesopic,
NA,30782.33313,WT,mesopic,
NA,15030.95675,WT,mesopic,
NA,27439.10212,WT,mesopic,
0.2108,26533.37193,WT,mesopic,
NA,19181.32026,WT,mesopic,
NA,29432.30973,WT,mesopic,
NA,32832.57753,WT,mesopic,
NA,9486.247536,WT,mesopic,
NA,26068.40037,WT,mesopic,
NA,36019.6249,WT,mesopic,
NA,27955.43822,WT,mesopic,
NA,7227.296393,WT,mesopic,
NA,24218.96437,WT,mesopic,
NA,9520.525992,WT,mesopic,
NA,10496.38924,WT,mesopic,
NA,25025.0199,WT,mesopic,
NA,19497.70502,WT,mesopic,
0.3082,7674.569779,WT,mesopic,
NA,17623.40137,WT,mesopic,
NA,23197.61818,WT,mesopic,
NA,26039.46902,WT,mesopic,
NA,11485.01061,WT,mesopic,
NA,24832.70896,WT,mesopic,
NA,22594.97682,WT,mesopic,
NA,16135.15722,WT,mesopic,
NA,15912.57525,WT,mesopic,
NA,16398.58892,WT,mesopic,
0.2313,16646.96111,WT,mesopic,
0.2273,21736.30825,WT,mesopic,
0.2187,8382.318989,WT,mesopic,
NA,24503.88359,WT,mesopic,
0.291,14321.23186,WT,mesopic,
0.336,20098.99748,WT,mesopic,
NA,28502.59164,WT,mesopic,
NA,23571.96861,WT,mesopic,
0.2963,11535.66261,WT,mesopic,
0.2432,16746.91017,WT,mesopic,
NA,32039.23939,WT,mesopic,
NA,29845.97229,WT,mesopic,
NA,17808.27311,WT,mesopic,
0.2121,13285.32468,WT,mesopic,
NA,12719.82667,WT,mesopic,
NA,12818.27986,WT,mesopic,
0.2916,6330.966492,WT,mesopic,
0.2863,16093.89843,WT,mesopic,
0.2287,15818.7555,WT,mesopic,
0.2505,14460.57161,WT,mesopic,
0.2983,9308.435734,WT,mesopic,
0.2505,9297.809197,WT,mesopic,
NA,9776.307707,WT,mesopic,
NA,7549.190116,WT,mesopic,
0.2346,12445.16525,WT,mesopic,
NA,11957.84273,WT,mesopic,
0.3241,21788.19261,WT,mesopic,
0.2406,6611.649286,WT,mesopic,
0.2379,7159.229899,WT,mesopic,
0.2731,4233.820959,WT,mesopic,
0.2254,35237.85346,WT,mesopic,
NA,32526.56625,WT,mesopic,
0.2598,8991.454398,WT,mesopic,
0.2413,6217.994808,WT,mesopic,
0.3248,18071.67463,WT,mesopic,
0.4374,6020.160442,WT,mesopic,
0.2081,17335.31775,WT,mesopic,
NA,18241.19159,WT,mesopic,
0.2108,19405.37033,WT,mesopic,
NA,16077.3206,WT,mesopic,
0.1783,12352.31762,WT,mesopic,
0.3804,56461.85328,WT,mesopic,
0.3851,10402.5777,WT,mesopic,
0.2658,11027.71742,WT,mesopic,
0.2737,7624.912064,WT,mesopic,
NA,48870.19514,WT,mesopic,
0.3089,26778.77093,WT,mesopic,
0.2141,23592.05213,WT,mesopic,
NA,21169.53203,WT,mesopic,
0.23,22706.31257,WT,mesopic,
NA,30920.84314,WT,mesopic,
NA,33911.37854,WT,mesopic,
0.2287,16766.64778,WT,mesopic,
0.2353,15175.25519,WT,mesopic,
0.2333,4984.077348,WT,mesopic,
NA,24575.67956,WT,mesopic,
NA,24134.16179,WT,mesopic,
0.2896,14076.80258,WT,mesopic,
0.2373,15925.61521,WT,mesopic,
NA,8445.949891,WT,mesopic,
NA,66736.99981,WT,mesopic,
NA,12574.04779,WT,mesopic,
0.2578,6028.010416,WT,mesopic,
0.1876,41715.25158,WT,mesopic,
0.2877,18873.04902,WT,mesopic,
NA,16996.38834,WT,mesopic,
0.2147,24201.57028,WT,mesopic,
NA,23708.00597,WT,mesopic,
NA,52254.13467,WT,mesopic,
0.2883,25357.20951,WT,mesopic,
NA,26020.88495,WT,mesopic,
0.4136,25113.03583,WT,mesopic,
NA,27365.62903,WT,mesopic,
0.2625,22816.01441,WT,mesopic,
NA,24205.95462,WT,mesopic,
NA,24742.634,WT,mesopic,
NA,40679.91275,WT,mesopic,
0.3022,25066.92469,WT,mesopic,
NA,20658.98913,WT,mesopic,
NA,48414.36502,WT,mesopic,
NA,18091.80614,WT,mesopic,
NA,36552.23039,WT,mesopic,
0.1862,35559.12083,WT,mesopic,
0.2128,12820.53306,WT,mesopic,
NA,37010.18377,WT,mesopic,
0.2313,9608.175701,WT,mesopic,
NA,30826.07196,WT,mesopic,
0.3241,6255.484262,WT,mesopic,
0.1697,40274.77025,WT,mesopic,
NA,28255.93551,WT,mesopic,
NA,43140.72365,WT,mesopic,
