time_to_zero,rf_area,condition,stimulus
0.1296,3921.91216752075,3M,photopic
0.1186,3826.12144968031,3M,photopic
0.1236,6950.4587957043,3M,photopic
0.1273,8492.99720715888,3M,photopic
0.1203,9198.15409302166,3M,photopic
0.1309,11112.4061761438,3M,photopic
0.121,13147.3543478858,3M,photopic
0.1176,11861.7963673433,3M,photopic
0.1296,11641.3229773628,3M,photopic
0.1352,14032.9838828327,3M,photopic
0.1226,9315.42431391011,3M,photopic
0.1521,5234.89438107838,3M,photopic
0.497431648715824,13704.4107299279,3M,photopic
0.1017,9907.54771951085,3M,photopic
0.1949,17337.3698014256,3M,photopic
0.1236,11236.4608694516,3M,photopic
0.1508,9256.47906699676,3M,photopic
0.1428,9300.35055358062,3M,photopic
0.1369,13428.3329320542,3M,photopic
0.1432,14499.4975635759,3M,photopic
0.1127,20113.293018082,3M,photopic
0.2075,14563.6112859133,3M,photopic
0.1809,3954.09974322429,3M,photopic
0.12,14335.202406899,3M,photopic
0.1266,14341.0661263132,3M,photopic
0.1283,17985.2147971563,3M,photopic
0.1468,15308.2725358596,3M,photopic
0.1243,14809.0539955659,3M,photopic
0.1448,14831.9413444773,3M,photopic
0.174,6499.48823972541,3M,photopic
0.1647,8817.69164189679,3M,photopic
0.1723,8959.89316542827,3M,photopic
0.1849,8460.46921228643,3M,photopic
0.1756,8428.92536317748,3M,photopic
0.109,16452.6000191177,3M,photopic
0.1279,2331.70343986738,3M,photopic
0.381110190555095,6475.27368456854,3M,photopic
0.1269,11270.2935439375,3M,photopic
0.1289,9828.0870751449,3M,photopic
0.1276,11070.1732417856,3M,photopic
0.1226,7813.40445005567,3M,photopic
0.1167,16958.4338778248,3M,photopic
0.117,12599.0043940346,3M,photopic
0.2144,1980.79861994526,3M,photopic
0.1259,14409.1815947599,3M,photopic
0.1422,13962.4870731743,3M,photopic
0.1216,11545.6079814044,3M,photopic
0.1737,7422.42811748191,3M,photopic
0.1326,12211.791543403,3M,photopic
0.2055,405.980213901384,3M,photopic
0.1329,14010.3137355708,3M,photopic
0.1647,13230.4463687509,3M,photopic
NA,1944.81103769154,3M,photopic
0.1896,9832.6606681369,3M,photopic
0.497431648715824,20621.1867975523,3M,photopic
0.1104,20927.4484901194,3M,photopic
0.1229,10474.5433859388,3M,photopic
0.109,2058.03095385616,3M,photopic
0.1972,9596.45647566999,3M,photopic
0.1077,17972.6501667296,3M,photopic
0.1263,15924.2217005599,3M,photopic
0.1213,18680.5661896544,3M,photopic
0.1067,22696.6771341293,3M,photopic
0.1302,14115.8479184387,3M,photopic
0.1296,14180.8977710955,3M,photopic
0.1226,14553.9605649103,3M,photopic
NA,9676.95438970345,3M,photopic
0.12,18890.4656872106,3M,photopic
0.497431648715824,17633.0663569305,3M,photopic
0.1372,16963.6991724896,3M,photopic
0.1203,17304.6775637442,3M,photopic
0.1107,10232.53945891,3M,photopic
0.22,11447.6689928632,3M,photopic
0.1846,7143.63097674999,3M,photopic
0.1385,17811.6143039496,3M,photopic
NA,10806.5943415856,3M,photopic
0.1693,12022.5581183703,3M,photopic
0.1975,2258.48674375312,3M,photopic
0.2966,2476.11203719721,3M,photopic
0.1283,20487.0749885285,3M,photopic
0.1355,10162.8253305703,3M,photopic
0.1438,16208.5838511397,3M,photopic
0.1402,17310.9255020707,3M,photopic
0.1425,12530.1373793532,3M,photopic
0.1296,13733.4824756126,3M,photopic
0.1385,11673.2174987749,3M,photopic
0.1408,14476.9368739783,3M,photopic
0.299585749792875,8504.36014083911,3M,photopic
0.1809,10848.8297360921,3M,photopic
0.172,12449.8916177117,3M,photopic
0.2124,6484.46453155258,3M,photopic
0.2522,7455.27695642878,3M,photopic
0.1186,16436.1343411416,3M,photopic
0.1229,10764.7440697067,3M,photopic
0.1239,11216.1785164103,3M,photopic
0.1365,2870.53040759708,3M,photopic
0.1246,19065.5943521938,3M,photopic
0.1405,13153.3545929033,3M,photopic
0.1975,7203.35888234909,3M,photopic
0.1253,23026.0874409642,3M,photopic
0.408616404308202,4555.52220831226,3M,photopic
0.1982,10595.5058475959,3M,photopic
0.167,11848.0511000161,3M,photopic
0.1402,19485.7559693216,3M,photopic
0.1879,3378.41715266354,3M,photopic
0.2628,6828.51452309504,3M,photopic
0.1796,5010.67311274,3M,photopic
0.1369,24956.910074731,3M,photopic
0.1392,12086.6486904144,3M,photopic
0.1349,12563.5410108517,3M,photopic
0.1345,13567.5959668037,3M,photopic
0.111,15593.4556842617,3M,photopic
0.1269,12970.306538948,3M,photopic
0.2664,7546.15382246582,3M,photopic
0.1508,9125.80265538863,3M,photopic
0.1087,15181.973998009,3M,photopic
0.1432,15803.9088750658,3M,photopic
0.1399,9952.96181814142,3M,photopic
0.1425,11661.6495866218,3M,photopic
0.1176,20835.925000383,3M,photopic
0.1276,11520.5273420787,3M,photopic
0.1296,10068.1830552537,3M,photopic
0.1452,11864.9280739337,3M,photopic
0.1316,11863.1756271823,3M,photopic
0.1273,10215.0747899041,3M,photopic
0.1355,10798.0574894877,3M,photopic
0.1326,10657.3574047197,3M,photopic
0.122,10544.9487206575,3M,photopic
0.2128,5944.89828563482,3M,photopic
0.497431648715824,15534.8907630477,3M,photopic
0.1213,22330.0042266685,3M,photopic
0.1316,10516.878412791,3M,photopic
0.234,5740.80213394563,3M,photopic
0.1362,14792.3413260002,3M,photopic
0.497431648715824,10354.8827595185,3M,photopic
0.1743,5296.54317284155,3M,photopic
0.1574,9754.5617364823,3M,photopic
0.1435,9278.28329057537,3M,photopic
0.1276,10579.439050379,3M,photopic
0.497431648715824,12579.755769428,3M,photopic
0.1283,14964.8605280683,3M,photopic
0.1369,7658.44255853236,3M,photopic
0.1395,9169.80787513316,3M,photopic
0.321789560894781,1881.21684638171,3M,photopic
0.2651,6027.68584046976,3M,photopic
0.497431648715824,5516.77142795465,3M,photopic
0.1312,5159.81461358534,3M,photopic
0.1379,15723.7284320729,3M,photopic
0.1399,16003.4523457977,3M,photopic
0.1415,15379.0512430792,3M,photopic
0.1332,10039.439737476,3M,photopic
0.497431648715824,6579.10593103083,3M,photopic
0.497431648715824,13711.6626010871,3M,photopic
0.1299,15348.3917784469,3M,photopic
0.1995,16097.75223614,3M,photopic
0.1017,10284.8241267594,3M,photopic
0.1342,14751.3844609376,3M,photopic
0.1322,14476.6519998321,3M,photopic
0.1253,6638.6518074001,3M,photopic
0.1256,4705.5491706775,3M,photopic
0.497431648715824,4706.9282965715,3M,photopic
0.1143,15426.9107524174,3M,photopic
0.1259,7546.55759726061,3M,photopic
0.1319,12511.5119105945,3M,photopic
0.2108,6117.73275873018,3M,photopic
0.4006628003314,11362.2435799282,3M,photopic
0.1319,4862.92440450058,3M,photopic
0.1452,25244.0463252084,3M,photopic
0.1273,17284.6906869524,3M,photopic
0.1375,11558.3641802764,3M,photopic
0.1064,26253.2714793485,3M,photopic
0.1577,4490.06760293711,3M,photopic
0.1461,2326.9743642456,3M,photopic
0.1452,7269.3308110383005,3M,photopic
0.1283,1958.5082133294,3M,photopic
0.1428,6354.65717976781,3M,photopic
0.1312,13556.9950837411,3M,photopic
0.1226,14024.1675202004,3M,photopic
0.1395,9670.02340328961,3M,photopic
0.166,1112.26753302444,3M,photopic
0.1273,8573.82491604053,3M,photopic
0.1375,9234.21395202911,3M,photopic
0.1365,9217.12013350327,3M,photopic
0.1369,9222.59760437932,3M,photopic
0.11,10014.1231680924,3M,photopic
0.1193,9221.83719956324,3M,photopic
0.1392,6536.7507282802,3M,photopic
0.1322,14131.6595214337,3M,photopic
0.2409,6033.29085717415,3M,photopic
0.1959,7128.53144976978,3M,photopic
NA,8399.20722511888,3M,photopic
0.1074,7180.45471006811,3M,photopic
0.1336,20645.5331077598,3M,photopic
0.1273,9777.5890695433,3M,photopic
0.1322,7671.92576259605,3M,photopic
0.1415,5608.21001349678,3M,photopic
0.114,8530.31807629057,3M,photopic
0.1965,2262.65951332414,3M,photopic
0.497431648715824,8115.0887490982,3M,photopic
0.1077,24189.8196572611,3M,photopic
0.12,16211.7258568679,3M,photopic
0.1229,15123.9181736679,3M,photopic
0.2771,8217.57522775817,3M,photopic
0.1223,22095.901713098,3M,photopic
0.1607,4926.85460871042,3M,photopic
0.2704,8434.4224770402,3M,photopic
0.1104,18981.7471297911,3M,photopic
0.1379,18933.7281342932,3M,photopic
0.1336,13039.33159573,3M,photopic
0.1226,9052.20448567289,3M,photopic
0.1336,9484.17811824267,3M,photopic
0.1425,11839.0238666783,3M,photopic
0.1319,18689.6962479381,3M,photopic
0.1336,9156.09775415931,3M,photopic
0.2111,3034.88073892386,3M,photopic
0.1687,8173.3837997359,3M,photopic
0.1279,25906.3898160121,3M,photopic
0.117,15510.2268020559,3M,photopic
0.1263,13498.4745685811,3M,photopic
0.1256,16093.3576430487,3M,photopic
0.1286,8859.51288531257,3M,photopic
0.1326,8779.26183261647,3M,photopic
0.1213,12140.2552390739,3M,photopic
0.1402,6121.26778192432,3M,photopic
0.1455,4500.72195261258,3M,photopic
0.1289,9694.53298881,3M,photopic
0.1309,9852.6254700409,3M,photopic
0.1491,6604.77808197254,3M,photopic
0.497431648715824,19344.1950724399,3M,photopic
0.1213,9865.69733656744,3M,photopic
0.1319,8597.97425353215,3M,photopic
0.1743,9368.42790296467,3M,photopic
0.1283,7580.14641236235,3M,photopic
0.112,1527.48813023998,3M,photopic
0.1349,5373.53427368677,3M,photopic
0.1206,10214.6671669933,3M,photopic
0.1604,6277.64314034611,3M,photopic
0.1369,2616.07934407974,3M,photopic
0.12,8525.21761501711,3M,photopic
0.1147,2410.52142640953,3M,photopic
0.1243,7263.76153970329,3M,photopic
0.1229,9127.54258598426,3M,photopic
0.1399,1598.76932350767,3M,photopic
0.1548,8613.23924039794,3M,photopic
0.1399,4020.59793526461,3M,photopic
0.1176,10963.0606550425,3M,photopic
0.1249,11447.5838583664,3M,photopic
0.1329,9002.18097295706,3M,photopic
0.2489,3382.04420795606,3M,photopic
0.1283,6539.05726330611,3M,photopic
0.1216,6691.09971333438,3M,photopic
0.1355,4316.86805349334,3M,photopic
0.1465,6020.81541697793,3M,photopic
0.107,7722.56262158605,3M,photopic
0.1054,1662.9520155643,3M,photopic
0.497431648715824,7701.97398323894,3M,photopic
0.1392,7109.69844911166,3M,photopic
0.2267,3414.88851163734,3M,photopic
0.1256,5925.35374956759,3M,photopic
0.1027,5774.19584276108,3M,photopic
0.112,14236.7772585837,3M,photopic
0.2157,5952.39640828719,3M,photopic
0.1349,5300.98086522402,3M,photopic
NA,1560.02077618,3M,photopic
0.1345,3250.73493607378,3M,photopic
0.1624,4879.65816200114,3M,photopic
0.1163,6832.22183877427,3M,photopic
0.119,6693.97132161218,3M,photopic
0.112,7670.65970638555,3M,photopic
0.1157,9677.7015468913,3M,photopic
0.1425,10210.2626344484,3M,photopic
0.1273,9746.83528230038,3M,photopic
NA,1631.1676202551,3M,photopic
0.434797017398509,1804.7263187573801,3M,photopic
0.1167,5458.20936935149,3M,photopic
0.1756,1966.26187554505,3M,photopic
0.497431648715824,7117.25582766212,3M,photopic
0.497431648715824,6736.48778744729,3M,photopic
0.1266,7372.62775943072,3M,photopic
0.1273,8612.89905197831,3M,photopic
0.1432,3588.94393285214,3M,photopic
0.1475,3595.28946963766,3M,photopic
0.1412,7258.92113191469,3M,photopic
0.1339,8307.72274538944,3M,photopic
0.1362,8078.71702133567,3M,photopic
0.1385,7404.1677449159,3M,photopic
0.1849,1385.23995375321,3M,photopic
0.1813,2131.92242685871,3M,photopic
0.1316,6775.01437900813,3M,photopic
0.1269,4833.77394323555,3M,photopic
0.1326,4691.10715021948,3M,photopic
0.1239,12296.6899383386,3M,photopic
0.2187,6039.2212034923,4M,photopic
0.233,2065.27594173796,4M,photopic
0.1554,11688.6661467621,4M,photopic
0.2038,10750.1472643155,4M,photopic
0.2078,12784.0799134824,4M,photopic
0.1521,14014.8403988727,4M,photopic
0.18,6586.52970398672,4M,photopic
0.1992,6780.73282782483,4M,photopic
NA,6066.68995239115,4M,photopic
0.2035,16511.7352893209,4M,photopic
0.224,7160.98450107369,4M,photopic
0.1806,10602.0345302114,4M,photopic
0.1534,8393.66368435362,4M,photopic
NA,1994.23784730078,4M,photopic
0.1717,9058.3232655951,4M,photopic
0.1402,7703.65373919316,4M,photopic
0.1654,10517.8352632354,4M,photopic
0.1849,9019.47343011606,4M,photopic
0.1448,23235.9914571155,4M,photopic
0.1577,11401.45432457,4M,photopic
0.1548,10664.8938827323,4M,photopic
0.1561,11581.532558049,4M,photopic
0.1876,11665.2404101394,4M,photopic
0.1511,13216.9518779586,4M,photopic
0.1713,13909.8771459728,4M,photopic
0.2446,5680.97080255384,4M,photopic
0.1634,2336.48813558817,4M,photopic
0.333057166528583,7849.5411592047,4M,photopic
0.1959,7419.30129512081,4M,photopic
0.1554,22889.8487600903,4M,photopic
0.2134,4046.19944757371,4M,photopic
0.1862,14769.8403815181,4M,photopic
0.1955,6349.68791570682,4M,photopic
0.1442,14606.3910268311,4M,photopic
0.1955,11683.4807346865,4M,photopic
0.1601,20603.7660569277,4M,photopic
0.1528,7912.62287468861,4M,photopic
0.2548,6433.52889804004,4M,photopic
0.1571,10422.7852790397,4M,photopic
0.1939,18937.7314217448,4M,photopic
0.1554,10887.0760502116,4M,photopic
0.2244,12662.1910605665,4M,photopic
0.1849,7380.97207329612,4M,photopic
0.1402,18437.1789001735,4M,photopic
0.1872,7212.79641154099,4M,photopic
0.1478,6311.72926959996,4M,photopic
0.2008,6653.78458331942,4M,photopic
0.1541,4710.96206545485,4M,photopic
0.497431648715824,5737.94644235216,4M,photopic
0.2025,1452.75802967337,4M,photopic
0.174,6690.61062373566,4M,photopic
0.1266,4180.9194605337,4M,photopic
0.1587,12828.3820030148,4M,photopic
0.1773,9341.07600160415,4M,photopic
0.1793,14433.140021931,4M,photopic
0.1226,15787.6007582162,4M,photopic
0.1266,15293.60029091,4M,photopic
0.1551,8794.94372443922,4M,photopic
0.1634,6282.32257138336,4M,photopic
0.1316,10358.0903139115,4M,photopic
0.234,8893.06277040187,4M,photopic
0.1326,11666.0546366369,4M,photopic
0.2134,11145.9999373482,4M,photopic
0.1359,9778.3638512181,4M,photopic
0.1405,15062.5852657825,4M,photopic
0.2177,8601.64439148437,4M,photopic
0.1793,1824.63631966262,4M,photopic
0.1889,6468.36270295335,4M,photopic
0.2031,20767.6023996798,4M,photopic
0.171,17016.7458385885,4M,photopic
0.1554,12258.82046507,4M,photopic
0.2038,5006.30950887374,4M,photopic
NA,4011.54926384561,4M,photopic
0.164,37189.8847304954,4M,photopic
0.1886,9999.10120428087,4M,photopic
0.1577,14669.6853865281,4M,photopic
0.1355,15004.8970028163,4M,photopic
0.1495,14979.8951557337,4M,photopic
0.1604,12545.2405008954,4M,photopic
0.2051,19762.6985887933,4M,photopic
0.1498,11389.0497067393,4M,photopic
0.1756,4615.75726596612,4M,photopic
0.1442,20164.6435207016,4M,photopic
0.169,6913.91063375541,4M,photopic
0.1664,8032.23776727026,4M,photopic
0.1587,7217.60845889928,4M,photopic
0.397017398508699,7897.33788047567,4M,photopic
0.374813587406794,7110.51060992757,4M,photopic
0.15310000000000001,4501.17207853126,4M,photopic
0.497431648715824,5759.89824594081,4M,photopic
0.1995,5191.89395272116,4M,photopic
0.310853355426678,5254.99193997758,4M,photopic
0.176,15752.5347022152,4M,photopic
0.2214,8688.97198367442,4M,photopic
0.1452,12020.6019029976,4M,photopic
0.1461,9187.66324664053,4M,photopic
0.1909,4071.8982927747,4M,photopic
0.1912,3391.2247189597,4M,photopic
0.1412,11519.4684057186,4M,photopic
0.2446,19133.4478565247,4M,photopic
0.1717,14240.9189876209,4M,photopic
0.1667,33982.5535654536,4M,photopic
0.2635,10412.9613916626,4M,photopic
0.2022,3736.97438366127,4M,photopic
0.1902,5588.52935243566,4M,photopic
0.164,11643.5625097976,4M,photopic
0.1551,14194.2008188156,4M,photopic
0.1568,8402.32378872763,4M,photopic
0.1485,18298.4941738854,4M,photopic
0.2005,19021.8096313802,4M,photopic
0.2512,7818.07639998406,4M,photopic
0.1909,13710.2640417312,4M,photopic
0.1544,5940.04592713492,4M,photopic
0.1783,6891.46087498979,4M,photopic
0.1455,21429.3591505457,4M,photopic
0.2399,7064.51293692793,4M,photopic
0.1809,26748.7976091807,4M,photopic
0.1783,28695.041201657,4M,photopic
0.223,6200.36860232212,4M,photopic
0.178,8538.03434550247,4M,photopic
0.1925,6999.78934111528,4M,photopic
0.2548,6840.49166319846,4M,photopic
0.2429,31945.7219982383,4M,photopic
0.228,10419.7240254249,4M,photopic
0.1786,6627.4707894754,4M,photopic
0.2794,5112.16597732579,4M,photopic
0.4006628003314,39739.7055887165,4M,photopic
0.2615,6952.91834848346,4M,photopic
0.2356,6179.55569393744,4M,photopic
0.1551,15593.2692826539,4M,photopic
0.1846,10049.0673362747,4M,photopic
0.2814,9457.93464856348,4M,photopic
0.1445,11289.1862601264,4M,photopic
0.2055,8178.05332131453,4M,photopic
NA,5091.66362887561,4M,photopic
0.2028,23729.0154951273,4M,photopic
0.1823,6769.40876649885,4M,photopic
0.1541,23224.9725435881,4M,photopic
0.2595,14383.8057745399,4M,photopic
0.1657,11193.6886669322,4M,photopic
0.2114,12018.1826139512,4M,photopic
0.1723,8784.37188015458,4M,photopic
0.176,1983.04619782145,4M,photopic
0.2784,20830.7672950861,4M,photopic
0.2247,7578.70530339655,4M,photopic
0.1505,8722.12515833147,4M,photopic
0.1859,11325.9396915934,4M,photopic
0.22,10145.4306269736,4M,photopic
0.163,12825.1758223531,4M,photopic
0.1677,8121.22526744233,4M,photopic
NA,6846.93946288808,4M,photopic
0.2595,10379.3976873798,4M,photopic
0.1528,10150.0901010282,4M,photopic
0.1677,8663.71051228755,4M,photopic
0.1624,14846.306262998,4M,photopic
0.1932,7587.99522233784,4M,photopic
0.1836,9584.68509089682,4M,photopic
0.1604,13652.1444096089,4M,photopic
0.1521,9044.82144186353,4M,photopic
0.2655,7433.70917168527,4M,photopic
0.1452,16374.309545964,4M,photopic
0.1813,9855.87136556145,4M,photopic
0.1703,11822.5148907187,4M,photopic
0.1471,14191.3057508312,4M,photopic
0.2147,30893.0354186124,4M,photopic
0.1823,13825.8465179938,4M,photopic
0.1743,8919.65293595295,4M,photopic
0.166,13203.4274133823,4M,photopic
0.1687,603.065587918642,4M,photopic
0.2048,8175.86600585865,4M,photopic
0.1737,8028.68410480864,4M,photopic
0.28,8330.01859588154,4M,photopic
0.177,3408.42921989235,4M,photopic
NA,1777.95922545686,4M,photopic
0.1491,10356.1575179298,4M,photopic
0.2138,94116.6319680616,4M,photopic
0.173,15716.817166499,4M,photopic
0.497431648715824,12564.8167143762,4M,photopic
0.1614,7725.37669354042,4M,photopic
0.1727,6045.14348638525,4M,photopic
0.2164,672.800364830889,4M,photopic
0.1644,11554.2613190639,4M,photopic
0.1959,11172.9185185246,4M,photopic
0.2711,13076.9785237548,4M,photopic
0.1399,16385.606242738,4M,photopic
0.164,12539.7296288304,4M,photopic
0.1713,36666.0589211852,4M,photopic
0.1544,9117.81475829325,4M,photopic
0.1594,12160.1148789979,4M,photopic
0.2088,6043.83186620231,4M,photopic
0.2601,15923.0252256169,4M,photopic
0.1432,6321.16318689823,4M,photopic
0.1763,9579.69939488588,4M,photopic
0.224,7521.00206508299,4M,photopic
0.1793,12720.0633422354,4M,photopic
0.1577,5162.60508876784,4M,photopic
0.1693,15580.4205485097,4M,photopic
0.1607,9054.22373822588,4M,photopic
0.163,10456.1168937882,4M,photopic
0.1452,7866.24641194911,4M,photopic
0.1975,8166.25557650016,4M,photopic
0.1488,22196.3981219569,4M,photopic
0.1601,10379.6460169276,4M,photopic
0.163,25292.1794842045,4M,photopic
0.1677,9230.0915915851,4M,photopic
0.1886,10091.9756248177,4M,photopic
0.2138,20608.1573981554,4M,photopic
0.1524,10173.1304530087,4M,photopic
0.1816,9671.21001941003,4M,photopic
0.1604,13632.3986907729,4M,photopic
0.2051,14625.3008887001,4M,photopic
0.1574,9775.12204401384,4M,photopic
0.1637,17782.2562132051,4M,photopic
0.2101,7523.74389873464,4M,photopic
0.1915,4780.89841600305,4M,photopic
0.1654,11466.3365664667,4M,photopic
0.1577,11196.4759735829,4M,photopic
0.1969,5116.82765040734,4M,photopic
0.1756,12547.026376126,4M,photopic
0.1521,8844.67841424133,4M,photopic
0.2177,7232.66434218489,4M,photopic
0.1909,7615.47501679541,4M,photopic
0.1796,11412.6435098215,4M,photopic
0.1514,9404.76272357009,4M,photopic
0.2409,9512.87535421217,4M,photopic
0.2446,4672.29698936334,4M,photopic
0.1786,3278.71728971937,4M,photopic
0.1478,17849.6875986504,4M,photopic
0.163,6039.88523594245,4M,photopic
0.221,19483.5578847018,4M,photopic
0.1833,5676.49167557082,4M,photopic
0.1524,8928.64281321,4M,photopic
0.1584,10080.2163769034,4M,photopic
0.1558,2241.53089958076,4M,photopic
0.1879,4537.12819687657,4M,photopic
0.1571,10908.6852443837,4M,photopic
0.1611,9841.9604514011,4M,photopic
0.1988,22816.8572554038,4M,photopic
0.1491,14807.0959105779,4M,photopic
0.1733,6142.69155295419,4M,photopic
0.1611,19543.9610581132,4M,photopic
0.1614,35766.0118640449,4M,photopic
0.1574,9142.62181026419,4M,photopic
0.1581,6224.27284361292,4M,photopic
0.1872,8729.88061587515,4M,photopic
0.1925,6219.50822895409,4M,photopic
0.2101,11479.9012764864,4M,photopic
0.1909,10659.8601248139,4M,photopic
0.168,11438.1783845976,4M,photopic
0.1773,11133.3682377016,4M,photopic
0.1803,36251.2814227584,4M,photopic
0.1896,12837.1522059955,4M,photopic
0.174,8231.38778998077,4M,photopic
0.1455,11044.4015861194,4M,photopic
0.1597,16094.2254994212,4M,photopic
0.2754,1538.14898066026,4M,photopic
0.1607,627.498073402062,4M,photopic
0.2041,6084.45017781405,4M,photopic
0.1514,9792.78394017655,4M,photopic
0.378127589063795,7284.81916947294,4M,photopic
0.1882,14250.8020974109,4M,photopic
0.1819,17339.7200192423,4M,photopic
0.222,2235.06277385043,4M,photopic
0.1541,8036.58808929895,4M,photopic
0.23,4601.39251105237,4M,photopic
0.2065,17258.282043745,4M,photopic
0.2333,18769.760834566,4M,photopic
0.1886,6670.69729636017,4M,photopic
0.2161,51312.696247818,4M,photopic
0.1607,13751.6533190499,4M,photopic
0.2287,14959.8379144301,4M,photopic
0.1753,13553.1736667672,4M,photopic
0.1561,6638.028822978,4M,photopic
0.1438,17559.6617396516,4M,photopic
0.2012,20064.2585190913,4M,photopic
0.1624,7249.50500688979,4M,photopic
0.1783,7741.14865155408,4M,photopic
0.1647,15975.1974845359,4M,photopic
0.2025,12875.0423138886,4M,photopic
0.1332,1408.69535961499,4M,photopic
0.1998,9488.46061567556,4M,photopic
0.2098,28246.3144485212,4M,photopic
0.2953,14334.2020333957,4M,photopic
0.1952,6837.8651739755,4M,photopic
0.1654,16034.2638698225,4M,photopic
0.1541,9309.98416582347,4M,photopic
0.1475,10332.0567392467,4M,photopic
0.1942,26653.1271068541,4M,photopic
0.497431648715824,446.200779790589,4M,photopic
NA,5066.77964046316,4M,photopic
0.1929,12177.712918777701,4M,photopic
0.417564208782104,1456.86069459656,4M,photopic
NA,2057.74569906377,4M,photopic
0.1806,8591.92268460134,4M,photopic
0.1737,11625.9316463043,4M,photopic
0.2482,3104.61846613178,4M,photopic
0.1826,20618.1976741507,4M,photopic
0.1647,12124.8328119084,4M,photopic
0.2565,18234.0865558075,4M,photopic
0.2701,4286.22984598069,4M,photopic
0.279,7877.79499477732,4M,photopic
0.1743,16249.0029925207,4M,photopic
0.1723,11408.6392702874,4M,photopic
0.2187,9301.96926607804,4M,photopic
0.2737,5362.68758186417,4M,photopic
0.2307,2399.33558218404,4M,photopic
0.2456,3817.69252687013,4M,photopic
0.1756,6991.36350019576,4M,photopic
0.2641,12453.1457463128,4M,photopic
0.2837,1604.28922112368,4M,photopic
0.2681,6144.21946068744,4M,photopic
0.2794,6321.07664639356,4M,photopic
0.1693,10351.9447800967,4M,photopic
0.2532,4878.25829937866,4M,photopic
0.2065,6027.89568101603,4M,photopic
NA,1005.67829509947,4M,photopic
0.310521955260978,6343.02183631109,4M,photopic
0.2704,5689.60270033178,4M,photopic
0.179,4130.1792736711805,4M,photopic
0.167,6961.54763494619,4M,photopic
0.1707,13966.1625841036,4M,photopic
0.2224,3336.48402068085,4M,photopic
0.23,29985.8741949035,4M,photopic
0.2751,2602.15249439225,4M,photopic
0.162386081193041,24310.4859975426,4M,photopic
0.1816,15832.8118119486,4M,photopic
NA,4512.47690488884,4M,photopic
0.2366,2351.78837531887,4M,photopic
0.2979,5471.48993758564,4M,photopic
0.2592,5907.05324739058,4M,photopic
0.2757,6611.51566396202,4M,photopic
0.1756,9351.874348406,4M,photopic
0.294,4927.18369784313,4M,photopic
0.2906,6227.2037371546,4M,photopic
0.1746,14444.7584687872,4M,photopic
0.2873,7244.08023620204,4M,photopic
0.2807,5897.94635712097,4M,photopic
0.1717,23818.9353339222,4M,photopic
0.2194,18924.2053178259,4M,photopic
0.2664,3684.31634173524,4M,photopic
NA,7118.59780010936,4M,photopic
0.299585749792875,7197.84612963939,4M,photopic
0.332725766362883,2631.8165627817302,4M,photopic
NA,1214.54672120613,4M,photopic
0.1849,8014.73094750194,4M,photopic
0.2376,1070.89238873864,4M,photopic
0.312510356255178,5785.83302403494,4M,photopic
0.2711,5031.81178422373,4M,photopic
0.1869,1122.5630602404,4M,photopic
0.1753,15219.9654581415,4M,photopic
0.308533554266777,5131.43069122095,4M,photopic
NA,5829.0274113514,4M,photopic
0.1674,25390.1173618374,4M,photopic
0.1942,4696.10947147053,4M,photopic
0.1763,12505.6155875119,4M,photopic
0.2343,4489.81897376903,4M,photopic
0.2346,18270.9577159846,4M,photopic
0.2582,6828.22911249139,4M,photopic
0.2741,6976.487204118,4M,photopic
0.169,20648.9504002847,4M,photopic
0.171,14792.5837848143,4M,photopic
0.22,5517.93550965136,4M,photopic
0.314830157415079,5430.09333744284,4M,photopic
0.173,17221.199834015,4M,photopic
0.2558,5334.13784367298,4M,photopic
0.2449,5129.90601881383,4M,photopic
0.1783,20974.6729406482,4M,photopic
0.2877,8513.84532062481,4M,photopic
0.1627,7689.16851769279,4M,photopic
0.175,17466.530703561,4M,photopic
NA,1770.7183799634,4M,photopic
NA,3952.38412883556,4M,photopic
0.1697,16659.4187858339,4M,photopic
0.2638,4965.72856934466,4M,photopic
0.2664,5078.45095805869,4M,photopic
0.1733,16878.3548085724,4M,photopic
0.2857,5192.03788746598,4M,photopic
0.177,25734.5665368959,4M,photopic
0.176,9503.50497828829,4M,photopic
0.1869,11222.0717979869,4M,photopic
NA,5907.85669465886,4M,photopic
0.1654,6213.59556621872,4M,photopic
0.2893,5062.33001600127,4M,photopic
0.2002,6645.24393351206,4M,photopic
0.2287,2908.76033994684,4M,photopic
0.2668,5089.92292912054,4M,photopic
NA,1169.42201152071,4M,photopic
0.1796,16136.1643196394,4M,photopic
NA,3622.13838656027,4M,photopic
0.167,9848.0509452183,4M,photopic
0.2754,6842.90726232405,4M,photopic
NA,2492.93985108808,4M,photopic
0.2668,5984.77516283388,4M,photopic
0.1664,20495.4110613944,4M,photopic
0.1833,12980.9713029371,4M,photopic
0.2542,6034.91409694998,4M,photopic
0.1813,23652.1516007701,4M,photopic
0.2486,5590.82327033871,4M,photopic
0.178,10298.2738979193,4M,photopic
0.1746,8795.2515389223,4M,photopic
0.2041,34090.0404363304,4M,photopic
0.2525,18189.1280004019,4M,photopic
NA,6155.94522018761,4M,photopic
0.2227,1377.6802537616,4M,photopic
0.1684,15781.5087537668,4M,photopic
0.1992,4851.96895412536,4M,photopic
0.1962,5417.46367237527,4M,photopic
0.279,6212.39667350928,4M,photopic
