time_to_zero,rf_area,condition,stimulus
0.1478,18307.0662107688,1M,photopic
0.1551,17300.8620344503,1M,photopic
0.2078,24471.4194771829,1M,photopic
0.1534,12321.2286218029,1M,photopic
NA,3140.86708535155,1M,photopic
0.117,10679.4085624505,1M,photopic
0.1292,18321.4793920417,1M,photopic
0.1471,12144.0360921403,1M,photopic
0.1452,10979.1150679402,1M,photopic
0.1541,11282.3968878142,1M,photopic
0.1362,10980.0766722493,1M,photopic
0.1919,13780.1981465321,1M,photopic
0.1664,1966.36247671987,1M,photopic
0.1644,5704.63870543723,1M,photopic
0.1538,15626.9438097999,1M,photopic
0.1611,9506.90319287695,1M,photopic
0.1627,13010.4702544478,1M,photopic
0.177,10442.9649415562,1M,photopic
0.2081,4306.62771597598,1M,photopic
0.1551,5804.4132842654,1M,photopic
0.1577,6648.51090144513,1M,photopic
0.1488,3253.1547773618,1M,photopic
0.1853,18473.7025317863,1M,photopic
0.497431648715824,2484.11767171248,1M,photopic
0.1677,14420.4969414132,1M,photopic
0.176,23577.3530155604,1M,photopic
0.2539,4605.14723436067,1M,photopic
0.1339,13254.9187220769,1M,photopic
0.337365368682684,2470.11147504589,1M,photopic
0.1594,4528.91317624751,1M,photopic
0.1773,12478.1406642735,1M,photopic
0.1664,12784.7019810404,1M,photopic
0.1485,21525.9422972008,1M,photopic
0.2118,11984.9777646117,1M,photopic
0.1733,1896.54619923969,1M,photopic
0.2784,15218.6112723106,1M,photopic
0.1657,7972.0976618107,1M,photopic
0.326429163214582,1505.09717370027,1M,photopic
0.2005,6579.54894673164,1M,photopic
0.2005,5824.03270309281,1M,photopic
0.2022,21926.2728446745,1M,photopic
0.1627,17108.8939491094,1M,photopic
0.1809,1733.05608766743,1M,photopic
0.1978,10035.0898555583,1M,photopic
0.1541,6529.31726334346,1M,photopic
0.1452,21204.0964476446,1M,photopic
0.1584,7830.70952163295,1M,photopic
0.1869,9972.29374957557,1M,photopic
0.287,6690.1894036352,1M,photopic
0.2217,21443.9959135462,1M,photopic
0.1892,1694.87092716165,1M,photopic
0.1442,19870.2230058797,1M,photopic
0.1753,11552.3449814324,1M,photopic
0.2333,13503.0000534611,1M,photopic
0.163,12409.2254944136,1M,photopic
0.1568,17296.1274710351,1M,photopic
0.1872,8440.74091592869,1M,photopic
0.167,10210.5351374699,1M,photopic
0.1445,17993.2077440678,1M,photopic
0.1544,12572.8966320115,1M,photopic
0.1876,13315.2943859664,1M,photopic
0.1617,12552.7889431958,1M,photopic
0.1962,8731.91565319791,1M,photopic
0.1743,9081.91493543875,1M,photopic
0.305882352941176,4708.36220389577,1M,photopic
0.1306,11612.3810170881,1M,photopic
0.1074,6954.65749726014,1M,photopic
0.1713,9018.63615029594,1M,photopic
0.2267,12321.416534711,1M,photopic
0.2234,23083.7244763646,1M,photopic
0.1611,8723.71566719461,1M,photopic
0.2257,15687.7544127923,1M,photopic
0.2466,5193.31063624508,1M,photopic
0.2353,6633.00700974433,1M,photopic
0.2167,12136.4324295637,1M,photopic
0.18,3182.83394444316,1M,photopic
0.1478,8732.11172166289,1M,photopic
0.2012,1945.89503061699,1M,photopic
0.1674,9352.02926648879,1M,photopic
0.2012,12854.6151763176,1M,photopic
0.1839,13854.0105161645,1M,photopic
0.1541,8523.49742287595,1M,photopic
0.1521,13855.9277244164,1M,photopic
0.1369,18248.8123327423,1M,photopic
0.1571,7063.7395475555,1M,photopic
0.2101,19993.3309243164,1M,photopic
0.1949,15893.4249467651,1M,photopic
0.1707,1304.97329210513,1M,photopic
0.1326,14368.1018472802,1M,photopic
0.1534,14496.1257270741,1M,photopic
0.1326,12840.0161888063,1M,photopic
0.1309,3277.1606386094,1M,photopic
0.1617,2473.88865110954,1M,photopic
0.1723,22407.8217297407,1M,photopic
0.1524,9788.76492729459,1M,photopic
0.167,12637.3711624465,1M,photopic
0.2237,16385.6304457769,1M,photopic
0.101408450704225,1454.33457516282,1M,photopic
0.1505,11462.9634606439,1M,photopic
0.1587,20274.0023017526,1M,photopic
0.1909,4132.95884153486,1M,photopic
0.1597,17335.0088866433,1M,photopic
0.497431648715824,2779.55332884963,1M,photopic
0.1548,13463.8536859334,1M,photopic
0.1896,12172.0680379618,1M,photopic
0.1521,11325.5937518803,1M,photopic
0.1693,5462.56752087599,1M,photopic
0.1329,10035.8100765147,1M,photopic
0.1922,9848.74458637194,1M,photopic
0.1418,18924.0543445673,1M,photopic
0.1309,16847.7302118137,1M,photopic
0.1644,2613.98853052478,1M,photopic
0.1932,9243.63018729747,1M,photopic
0.1458,21366.5206882826,1M,photopic
0.2111,10386.2304353898,1M,photopic
0.321789560894781,2927.43452311806,1M,photopic
0.2025,5300.09068062512,1M,photopic
0.1339,10376.9288699792,1M,photopic
0.1737,15332.4471874952,1M,photopic
0.2191,16192.0317835509,1M,photopic
0.1654,26895.6868359154,1M,photopic
0.2048,25675.3645913182,1M,photopic
0.1445,9029.76131047965,1M,photopic
0.1425,14118.0936765845,1M,photopic
0.1829,9720.16688930155,1M,photopic
0.1634,28169.1097688097,1M,photopic
0.1541,13144.8307914186,1M,photopic
0.1836,5379.18885162004,1M,photopic
0.1624,43912.4881132826,1M,photopic
0.2313,15830.3520681428,1M,photopic
0.1355,32076.171387382,1M,photopic
0.1982,16732.5038270747,1M,photopic
0.1491,9594.6978764909,1M,photopic
0.1657,6028.70859224162,1M,photopic
0.1322,10909.5911070485,1M,photopic
0.1574,1713.66415375552,1M,photopic
0.1684,6514.37221705896,1M,photopic
0.169,24685.4425167129,1M,photopic
0.1786,9165.17852300971,1M,photopic
0.1402,29862.4569153195,1M,photopic
0.1442,19737.349464318,1M,photopic
0.1514,10773.6613171023,1M,photopic
0.15310000000000001,11188.7453434638,1M,photopic
0.2214,9571.35320392295,1M,photopic
0.2297,8447.52880587358,1M,photopic
0.1674,2690.43570223428,1M,photopic
0.2101,4327.68053833834,1M,photopic
0.1627,17546.321497127,1M,photopic
0.1886,1536.5973814672,1M,photopic
0.1969,7199.55703248423,1M,photopic
0.1524,12898.9453809761,1M,photopic
0.172,7553.50842565437,1M,photopic
0.1548,9536.9486441848,1M,photopic
0.2002,1123.36492292617,1M,photopic
0.1587,6566.43523447891,1M,photopic
0.1783,7533.16780512848,1M,photopic
0.1925,15312.4221620492,1M,photopic
0.167,12034.873336969,1M,photopic
0.1468,10952.8029671103,1M,photopic
0.1809,6196.7810469426,1M,photopic
0.1809,8012.73236844002,1M,photopic
0.1796,19960.7032800083,1M,photopic
0.2051,11751.3038095329,1M,photopic
0.2085,12966.0761388859,1M,photopic
0.2161,11213.5965359818,1M,photopic
0.1521,2776.30959949497,1M,photopic
0.1945,1547.02257974679,1M,photopic
0.1561,11349.8410235039,1M,photopic
0.1425,15475.6750261826,1M,photopic
NA,5434.78229799521,1M,photopic
0.227,10748.8867939348,1M,photopic
0.1773,4328.98171503364,1M,photopic
0.1458,15725.9598294969,1M,photopic
0.171,25795.4046173758,1M,photopic
0.1846,6421.3147513306,1M,photopic
0.2429,9872.47878371173,WT,photopic
0.1737,4084.5662018869,WT,photopic
0.1687,4892.71763691051,WT,photopic
0.1452,7082.06489860934,WT,photopic
0.1733,3820.93933302619,WT,photopic
0.1508,1140.06355346884,WT,photopic
0.2681,5498.95588412204,WT,photopic
0.2515,3197.78109170698,WT,photopic
0.2655,3701.27927179259,WT,photopic
0.2515,8951.68509901322,WT,photopic
0.2399,10105.2568087264,WT,photopic
0.2625,3198.33339313428,WT,photopic
0.2094,9824.58615497069,WT,photopic
0.2406,2226.08967009916,WT,photopic
0.178,7306.65903691757,WT,photopic
0.2055,2117.00213342192,WT,photopic
0.1912,1814.42191032192,WT,photopic
0.1839,7177.82429629884,WT,photopic
0.2751,2823.70342966339,WT,photopic
0.2022,1717.67293263049,WT,photopic
0.2575,7737.76369419883,WT,photopic
NA,1229.82933466205,WT,photopic
0.1846,6101.08688933158,WT,photopic
0.1856,6365.8838247571,WT,photopic
0.378127589063795,5693.63707346199,WT,photopic
0.389063794531897,7325.29139366089,WT,photopic
0.1564,19502.7590871505,WT,photopic
0.1949,9992.32644766316,WT,photopic
0.2631,6748.29987351851,WT,photopic
0.1478,2065.33820487137,WT,photopic
0.2502,1231.09477729369,WT,photopic
0.1601,8909.2468881051609,WT,photopic
0.278,6465.09517904821,WT,photopic
0.383761391880696,2203.48955496523,WT,photopic
0.1809,2702.25565664445,WT,photopic
0.1892,9885.40395417917,WT,photopic
0.1859,12352.6097217583,WT,photopic
0.1452,20331.4025882004,WT,photopic
0.2605,4019.47845374099,WT,photopic
0.1753,6764.16679975667,WT,photopic
0.2326,5683.18104089974,WT,photopic
0.313835956917978,13013.6585216514,WT,photopic
0.1756,1397.47700968482,WT,photopic
0.2535,1431.6072320822,WT,photopic
0.2734,7348.42380519755,WT,photopic
0.2595,15203.3219505398,WT,photopic
0.2456,10645.960426599,WT,photopic
0.2761,5533.22039416781,WT,photopic
0.2797,4917.88635339621,WT,photopic
0.2641,7673.39819784211,WT,photopic
0.1548,18146.5435390765,WT,photopic
0.1528,17439.4793427562,WT,photopic
0.1501,21422.0242602502,WT,photopic
0.1548,8484.80185826941,WT,photopic
0.1766,7245.122158903,WT,photopic
0.2476,5932.71762348433,WT,photopic
0.351284175642088,10417.5228286075,WT,photopic
0.2094,9839.61976228108,WT,photopic
NA,8067.41294252785,WT,photopic
0.2794,6040.11251161508,WT,photopic
0.2615,13071.0665083957,WT,photopic
0.1866,14353.812377732,WT,photopic
0.174,2466.96214590138,WT,photopic
0.2505,7312.90691195195,WT,photopic
0.173,8519.93069541786,WT,photopic
NA,7357.26010935587,WT,photopic
0.2757,5313.97379165843,WT,photopic
0.2595,12504.5740170905,WT,photopic
0.2568,10942.4685598336,WT,photopic
0.2562,9463.80671170836,WT,photopic
0.2704,11503.7943705871,WT,photopic
0.1521,16380.6902665157,WT,photopic
0.2568,14497.4982009001,WT,photopic
NA,2825.71450894177,WT,photopic
0.2426,9224.39162441883,WT,photopic
0.2307,4854.40643495351,WT,photopic
0.1826,15318.5678023653,WT,photopic
NA,5378.38644862883,WT,photopic
0.2701,9705.87120837755,WT,photopic
0.1922,29809.6648998995,WT,photopic
0.1952,12506.9586693758,WT,photopic
0.2055,12010.2753382123,WT,photopic
0.394697597348799,9780.96546464526,WT,photopic
0.1508,2641.70008035047,WT,photopic
0.1856,18891.1790113989,WT,photopic
0.497431648715824,15865.4881584644,WT,photopic
0.2708,14650.5038945251,WT,photopic
0.2674,12236.6901615088,WT,photopic
0.2737,9686.14592859247,WT,photopic
0.1915,11338.9521734704,WT,photopic
NA,7022.32205377818,WT,photopic
0.1819,2253.57161003272,WT,photopic
0.375144987572494,3805.87660886933,WT,photopic
NA,6113.45212551395,WT,photopic
0.2316,5288.57071955778,WT,photopic
0.2237,5939.28495161057,WT,photopic
0.2124,2686.84827621808,WT,photopic
0.1783,17760.4737797559,WT,photopic
0.1461,18783.9681061435,WT,photopic
0.1727,19313.0616289304,WT,photopic
0.1581,16475.5463523106,WT,photopic
0.405633802816901,4260.46545753573,WT,photopic
0.1783,2599.86601175545,WT,photopic
0.1621,1714.43341823073,WT,photopic
NA,8748.01842230708,WT,photopic
0.304888152444076,8327.88658721784,WT,photopic
0.2601,5998.84379686765,WT,photopic
0.32145816072908,5724.16226240029,WT,photopic
0.2701,7688.83521606073,WT,photopic
0.2545,7557.84686730004,WT,photopic
0.2668,7208.63348531296,WT,photopic
0.2005,1521.93217873919,WT,photopic
0.29,8416.13498237841,WT,photopic
0.307539353769677,10398.0272865561,WT,photopic
NA,3592.29026744576,WT,photopic
0.1687,39920.728487854,WT,photopic
NA,3745.35871302311,WT,photopic
0.2724,8182.78046357928,WT,photopic
0.2827,10616.7900687314,WT,photopic
0.284,10342.7846297057,WT,photopic
0.1975,4402.92665439986,WT,photopic
NA,5013.90279599044,WT,photopic
0.2787,6604.98419274187,WT,photopic
0.15310000000000001,14195.267569107,WT,photopic
0.1713,23927.9703800333,WT,photopic
0.174,11259.8509615062,WT,photopic
NA,7791.783784573,WT,photopic
0.2287,2547.40692504613,WT,photopic
0.1637,11196.6529219876,WT,photopic
0.2505,3849.56107270072,WT,photopic
0.2824,6757.84125752227,WT,photopic
0.1614,20432.7642430258,WT,photopic
0.2621,2779.59304765924,WT,photopic
0.2721,6410.66383519087,WT,photopic
0.2628,14262.5847976236,WT,photopic
0.2585,4264.08553336682,WT,photopic
0.302568351284176,1522.72144083125,WT,photopic
0.316487158243579,11375.1198556992,WT,photopic
0.2502,13547.7090179939,WT,photopic
0.1909,20811.9424545114,WT,photopic
NA,13529.6763211493,WT,photopic
0.446727423363712,12541.6395508866,WT,photopic
0.2118,34826.1122399507,WT,photopic
NA,4015.38394310864,WT,photopic
NA,3126.55818409288,WT,photopic
NA,693.317643369489,WT,photopic
0.2641,8204.0196782772,WT,photopic
0.2462,11565.546338954,WT,photopic
0.1501,10980.3541264939,WT,photopic
0.1915,6942.98874621895,WT,photopic
0.2545,14666.1785266974,WT,photopic
0.1932,8568.67920419245,WT,photopic
0.1829,3557.99410780419,WT,photopic
0.2287,2021.16431225111,WT,photopic
0.2708,10975.873109385,WT,photopic
0.1551,22984.093405299802,WT,photopic
0.1528,29848.8180593234,WT,photopic
0.413918806959403,11622.6268306837,WT,photopic
0.416570008285004,3709.80233721028,WT,photopic
NA,3573.24703408034,WT,photopic
0.1879,1385.64515708194,WT,photopic
0.1932,1282.97476917431,WT,photopic
0.1674,28092.3280300028,WT,photopic
0.1846,4174.63590289356,WT,photopic
0.1856,11978.6207326425,WT,photopic
0.323115161557581,12025.9685372966,WT,photopic
0.163,12837.5484126452,WT,photopic
0.327754763877382,12963.2758371711,WT,photopic
0.342667771333886,20246.7053213127,WT,photopic
0.1634,18348.2070793848,WT,photopic
0.1584,11807.4541358334,WT,photopic
0.1564,25759.6894203442,WT,photopic
0.2691,10968.0523312966,WT,photopic
0.354929577464789,15495.7673530287,WT,photopic
0.443413421706711,20258.0305008839,WT,photopic
NA,11446.0580336572,WT,photopic
NA,11827.1956625143,WT,photopic
0.442419221209611,2031.20415133835,WT,photopic
0.1737,25689.7101085337,WT,photopic
0.1647,20812.5564145038,WT,photopic
0.1889,6170.76582241194,WT,photopic
0.437116818558409,10487.343424366,WT,photopic
0.1594,18994.4513143176,WT,photopic
0.422866611433306,3172.65551322658,WT,photopic
0.300248550124275,22801.6843656482,WT,photopic
0.2853,20675.7486052001,WT,photopic
0.1746,19592.9197856008,WT,photopic
0.496437448218724,9107.25949084633,WT,photopic
0.1813,6692.84680848031,WT,photopic
0.1713,1030.49607939754,WT,photopic
0.2877,2594.39014883319,WT,photopic
0.1862,4018.65699127747,WT,photopic
0.1644,25290.0008871589,WT,photopic
0.476222038111019,10492.6808228062,WT,photopic
0.446396023198012,17065.918996159,WT,photopic
0.1697,19589.503974933,WT,photopic
NA,5019.66291127764,WT,photopic
NA,4894.38670273352,WT,photopic
NA,15076.5087492971,WT,photopic
0.1644,11443.1517373954,WT,photopic
0.44175642087821,10178.3496940261,WT,photopic
0.1786,1804.16187785726,WT,photopic
0.1677,16974.4490069537,WT,photopic
0.1896,16709.9549007965,WT,photopic
0.356586578293289,13044.9944121293,WT,photopic
0.2094,17222.0232057942,WT,photopic
0.1674,18966.1536906906,WT,photopic
0.1627,21268.5788518299,WT,photopic
0.2141,4749.62647826829,WT,photopic
0.2565,10217.0599422436,WT,photopic
0.2824,2531.29614003153,WT,photopic
0.335045567522784,2460.03151081168,WT,photopic
0.416570008285004,15631.511503201,WT,photopic
0.337696768848384,5394.63699655217,WT,photopic
NA,11061.6313128304,WT,photopic
0.288,6259.62420937062,WT,photopic
0.497431648715824,5699.11656111136,WT,photopic
0.2711,19487.7674320859,WT,photopic
0.2515,10566.0447814,WT,photopic
0.169,31553.818814461,WT,photopic
0.1982,11717.2309751093,WT,photopic
0.306545153272577,2858.16942939013,WT,photopic
0.2313,5060.7589496009,WT,photopic
0.497431648715824,1603.48739105976,WT,photopic
0.403314001657001,6596.95688383548,WT,photopic
0.1607,20840.0314002905,WT,photopic
0.2903,18091.3653830543,WT,photopic
0.1395,19110.7562303796,WT,photopic
0.368516984258492,10952.0694113009,WT,photopic
0.1621,23050.6748026149,WT,photopic
0.2542,15223.1103846584,WT,photopic
NA,4059.63132463056,WT,photopic
NA,3800.46886028029,WT,photopic
0.1889,9624.13038199151,WT,photopic
0.1707,8884.52950460758,WT,photopic
0.2237,6088.91363072396,WT,photopic
0.429826014913007,15097.1754095907,WT,photopic
0.323777961888981,9001.28108435979,WT,photopic
0.2283,1437.15007949901,WT,photopic
0.2751,10599.6305131087,WT,photopic
NA,2348.50013848829,WT,photopic
0.1461,16834.6521552319,WT,photopic
0.2747,9498.80394674329,WT,photopic
0.2529,9086.18514703372,WT,photopic
0.2008,3540.26807657743,WT,photopic
0.1697,1468.17189721922,WT,photopic
0.1853,10516.5662597867,WT,photopic
NA,1724.31341610033,WT,photopic
0.2824,1402.07359583179,WT,photopic
NA,2630.7685490152,WT,photopic
0.236,5383.85020185234,WT,photopic
0.342336371168186,3537.96340543814,WT,photopic
NA,2042.87103033967,WT,photopic
0.1796,5938.34523369538,WT,photopic
0.1617,18773.2422569394,WT,photopic
0.2867,17167.7284856418,WT,photopic
0.2708,9214.98957247635,WT,photopic
0.2681,9981.21231315672,WT,photopic
NA,2029.48754210987,WT,photopic
NA,5166.22647953584,WT,photopic
0.351615575807788,13792.2075302397,WT,photopic
0.2843,3671.13737776545,WT,photopic
0.2814,7593.36612813735,WT,photopic
0.1959,14953.054279482,WT,photopic
0.1889,15218.5244534864,WT,photopic
0.2731,5561.30206708946,WT,photopic
0.2837,6466.52033666843,WT,photopic
0.2247,1687.85089387619,WT,photopic
0.1577,2894.30656270612,WT,photopic
NA,6256.54307833025,WT,photopic
0.383429991714996,4516.52598594431,WT,photopic
0.2645,5874.61703687261,WT,photopic
0.2562,4286.88558705833,WT,photopic
0.2326,3811.41972945593,WT,photopic
0.1607,8904.93289686287,WT,photopic
0.1853,13887.134100465,WT,photopic
NA,12380.9980409534,WT,photopic
0.2688,9133.49989681421,WT,photopic
0.2333,15091.6496420905,WT,photopic
0.2628,5082.2282393233,WT,photopic
0.1786,5434.3249682161,WT,photopic
0.172,1437.42166757271,WT,photopic
0.2071,5729.42183292044,WT,photopic
NA,9113.20554786159,WT,photopic
0.364540182270091,8173.33965228604,WT,photopic
0.412261806130903,17199.8234102736,WT,photopic
0.291,2959.89811938051,WT,photopic
0.497431648715824,4561.25040249751,WT,photopic
0.1534,12633.4426206364,WT,photopic
0.1856,26137.1072331351,WT,photopic
0.2015,8937.35053019732,WT,photopic
0.2068,7614.4267151324,WT,photopic
0.2509,6907.81140476482,WT,photopic
0.1505,8559.08635470902,WT,photopic
0.1833,6991.4856658576,WT,photopic
0.2558,4912.86748019546,WT,photopic
0.300579950289975,3669.26336223175,WT,photopic
NA,7794.67127980166,WT,photopic
NA,2886.12554510566,WT,photopic
0.292,6498.38073017767,WT,photopic
0.2572,9848.51933727919,WT,photopic
0.2598,6264.25256543827,WT,photopic
0.2432,7725.68775071042,WT,photopic
0.2015,6182.26638806663,WT,photopic
0.333388566694283,8695.219232346,WT,photopic
0.2655,6773.28444189512,WT,photopic
0.2472,5933.24043003915,WT,photopic
0.2482,8415.81504914804,WT,photopic
0.2539,4645.87431024401,WT,photopic
0.224,6773.53113554256,WT,photopic
0.1949,8801.11755629422,WT,photopic
0.173,12544.7112022236,WT,photopic
0.1826,11016.5722259903,WT,photopic
NA,2497.64513599274,WT,photopic
0.2681,9031.46845663522,WT,photopic
0.1667,19264.3326733131,WT,photopic
0.1614,16342.0054671233,WT,photopic
0.1717,21520.2489504578,WT,photopic
0.221,11384.8406559044,WT,photopic
0.2254,2118.35809083466,WT,photopic
NA,4164.94033021733,WT,photopic
0.2429,6155.82282566599,WT,photopic
0.497431648715824,6459.76039658689,WT,photopic
0.2336,3427.38881874605,WT,photopic
0.2492,13542.2384524766,WT,photopic
0.497431648715824,3498.74334381356,WT,photopic
0.2273,6127.8074823502,WT,photopic
0.1577,14810.6534579112,WT,photopic
0.2492,14986.9450859876,WT,photopic
0.1949,6022.09693866707,WT,photopic
0.2701,14216.6055143952,WT,photopic
0.2744,6205.84782540605,WT,photopic
0.497431648715824,2118.3219036188,WT,photopic
0.2124,8249.43015819122,WT,photopic
0.178,6478.94042112063,WT,photopic
0.2191,2892.40572365627,WT,photopic
0.1452,1018.78338803829,WT,photopic
0.1879,10422.7153740295,WT,photopic
0.1577,14802.5843058371,WT,photopic
0.1909,8287.7728290276391,WT,photopic
0.2575,1832.23368126666,WT,photopic
0.1876,7237.44204318206,WT,photopic
0.1859,13498.110434049,WT,photopic
0.164,21238.1930262191,WT,photopic
0.1485,18684.9851878174,WT,photopic
0.1644,15618.6666962642,WT,photopic
0.2698,12402.7773344504,WT,photopic
0.1452,16334.8218420381,WT,photopic
0.1465,15071.9628720319,WT,photopic
0.1458,9629.88347198833,WT,photopic
0.1813,22877.5317230461,WT,photopic
0.2075,2246.84438789211,WT,photopic
0.1959,8685.60824569659,WT,photopic
0.2522,6240.51189081112,WT,photopic
0.330074565037283,6671.80429362198,WT,photopic
0.2194,7193.52332541289,WT,photopic
0.1644,11483.3417976542,WT,photopic
0.2502,20567.1459173711,WT,photopic
0.2303,3536.23722088303,WT,photopic
0.1919,9578.57656439653,WT,photopic
0.1902,8948.00863366057,WT,photopic
0.1564,9051.52422685768,WT,photopic
0.2708,5115.04512612064,WT,photopic
0.2479,9840.21831144985,WT,photopic
0.1988,6999.44979956197,WT,photopic
0.2664,10627.4363384464,WT,photopic
NA,5210.00304295264,WT,photopic
0.1498,10605.4630716042,WT,photopic
0.1932,11459.1585585972,WT,photopic
0.2078,7754.11980962378,WT,photopic
0.2234,2034.0208978099,WT,photopic
0.1611,20074.5680492757,WT,photopic
0.363214581607291,9115.85093218591,WT,photopic
0.1717,35309.841419994,WT,photopic
0.1524,19521.5599260753,WT,photopic
0.1481,14840.7815468121,WT,photopic
NA,4550.46269471455,WT,photopic
0.1455,16409.3715304136,WT,photopic
0.2883,4151.29256093066,WT,photopic
0.2721,6569.32695620049,WT,photopic
0.1455,14700.1872203544,WT,photopic
0.2194,5553.73017471612,WT,photopic
0.1432,13552.1767524933,WT,photopic
0.435459817729909,1452.07468310699,WT,photopic
0.1677,16546.7621657672,WT,photopic
0.1819,10030.7035031114,WT,photopic
0.2326,7019.84205374522,WT,photopic
0.1468,19170.0545641,WT,photopic
0.1461,19332.0067486445,WT,photopic
0.2075,10686.6483344018,WT,photopic
0.1468,13531.9003774264,WT,photopic
0.287,4627.02589963896,WT,photopic
0.2224,3038.84205658558,WT,photopic
0.1491,12444.8601156973,WT,photopic
0.17,20448.6679576038,WT,photopic
0.1756,16337.944759576,WT,photopic
0.1438,13408.9180588076,WT,photopic
0.1839,7087.92858312251,WT,photopic
0.1846,10411.1004413264,WT,photopic
NA,1978.93019996045,WT,photopic
0.1508,18058.5584938929,WT,photopic
0.1816,9986.02417059438,WT,photopic
0.1727,4114.10574235864,WT,photopic
0.174,8705.95258209521,WT,photopic
0.173,8696.47976415058,WT,photopic
0.164,10845.7782840584,WT,photopic
0.1408,11873.7863146135,WT,photopic
0.1935,8100.93984149212,WT,photopic
0.2343,1509.24691990421,WT,photopic
0.1697,8154.16862246485,WT,photopic
0.1687,9865.993671034,WT,photopic
0.1644,19178.7910683513,WT,photopic
0.1485,12676.7606487181,WT,photopic
0.2131,7305.23280535264,WT,photopic
0.231,11335.6210540355,WT,photopic
0.2419,10578.4388105788,WT,photopic
0.2548,9112.70925232203,WT,photopic
0.1819,8283.81872435103,WT,photopic
0.1693,6140.21197748195,WT,photopic
0.176,10711.3764195145,WT,photopic
0.176,10546.4141358829,WT,photopic
0.2197,6948.57728872482,WT,photopic
0.2194,10217.075725066,WT,photopic
0.2035,7189.5478620775,WT,photopic
0.497431648715824,8352.6245185884,WT,photopic
0.1581,13565.9231126729,WT,photopic
0.1687,14000.5707179487,WT,photopic
0.1945,10106.7606898905,WT,photopic
0.1452,15785.7174449385,WT,photopic
0.165,10672.4396435614,WT,photopic
0.379453189726595,18040.6747449837,WT,photopic
0.18,12050.8489145463,WT,photopic
0.1909,9951.16458617905,WT,photopic
0.1551,14206.3336983754,WT,photopic
0.166,1540.22911568015,WT,photopic
0.1471,12956.0032745588,WT,photopic
0.1819,8553.37389286289,WT,photopic
0.1644,10625.2252885996,WT,photopic
0.1591,9978.32883215452,WT,photopic
0.1687,10430.2977712184,WT,photopic
0.1697,8299.15144059991,WT,photopic
0.163,12135.6276352999,WT,photopic
0.1985,9198.67011514744,WT,photopic
0.1581,31505.049183502,WT,photopic
0.174,9990.93074153478,WT,photopic
0.1458,29088.9863219308,WT,photopic
0.1637,23193.3471320977,WT,photopic
0.1372,13256.6349980227,WT,photopic
0.336039768019884,6728.48037894339,WT,photopic
0.168,13136.7311488197,WT,photopic
0.1929,10662.3847670314,WT,photopic
0.286,10345.1591115498,WT,photopic
0.1524,8302.68964045949,WT,photopic
0.2399,10776.7205320015,WT,photopic
0.166,16152.7409380573,WT,photopic
0.1684,2740.28182647382,WT,photopic
0.1123,13484.1260757023,WT,photopic
0.1737,5841.28657909662,WT,photopic
0.1879,12399.2234961703,WT,photopic
0.1723,14519.893351037,WT,photopic
0.1753,15120.0870264441,WT,photopic
0.1611,13880.352830188,WT,photopic
0.1902,15633.9055429425,WT,photopic
0.2973,8786.71308522767,WT,photopic
0.284,1378.26525668778,WT,photopic
0.2002,12819.1672944147,WT,photopic
0.1538,19440.3188687675,WT,photopic
0.1607,17048.5359720104,WT,photopic
0.1458,21230.8308605849,WT,photopic
0.2323,8025.50206107225,WT,photopic
0.1544,12026.2774656454,WT,photopic
0.2671,5637.63745078576,WT,photopic
0.1965,6217.18083477134,WT,photopic
0.2979,8566.79956392138,WT,photopic
0.1637,3800.48541283517,WT,photopic
0.1611,18148.9725666913,WT,photopic
0.2323,7719.09162017334,WT,photopic
0.2085,17201.5355930154,WT,photopic
0.174,16348.3363038763,WT,photopic
NA,6241.67502996754,WT,photopic
0.1637,18142.6826964028,WT,photopic
0.2459,26280.7757137209,WT,photopic
0.1568,34498.6880828645,WT,photopic
0.234,11579.4338025233,WT,photopic
0.1892,16279.1038604892,WT,photopic
0.166,33922.2442197717,WT,photopic
0.1538,11670.226203698,WT,photopic
0.1634,10697.4130888876,WT,photopic
0.171,15859.4359471488,WT,photopic
0.1717,14758.9025886142,WT,photopic
0.1604,15157.0709856089,WT,photopic
0.176,13318.9904440548,WT,photopic
0.1806,11962.157413868,WT,photopic
0.1823,14996.9222193389,WT,photopic
0.1962,2309.83220124643,WT,photopic
0.233,15067.1852387113,WT,photopic
0.386412593206297,6559.45050891289,WT,photopic
0.2181,10346.930867382,WT,photopic
0.1876,11976.57293823,WT,photopic
NA,18805.2306012518,WT,photopic
0.2227,7967.85167597596,WT,photopic
0.317481358740679,11168.0790903537,WT,photopic
0.2108,2266.19026275894,WT,photopic
0.2194,7850.95584376191,WT,photopic
0.1713,33105.0048005136,WT,photopic
0.1518,12720.5460588821,WT,photopic
0.225,27780.5839763033,WT,photopic
0.1786,9843.18325387045,WT,photopic
NA,2136.65493778382,WT,photopic
0.2979,6165.82711884679,WT,photopic
0.1786,9989.47406962929,WT,photopic
0.2446,10407.3471930593,WT,photopic
0.1783,5981.01796698868,WT,photopic
0.367191383595692,15121.5646941427,WT,photopic
0.174,19207.4414006664,WT,photopic
0.2456,11763.7385351048,WT,photopic
0.2731,5155.25126283364,WT,photopic
0.2539,11093.8035681053,WT,photopic
0.2532,10224.6730840186,WT,photopic
0.2104,12232.0099278512,WT,photopic
0.1783,8129.96506033823,WT,photopic
0.1823,5393.50654838082,WT,photopic
