spikerate,info,index,genotype,months,.
5.444444444,9.904165872,322,Degenerative,5,
15.77777778,20.58398796,36,Degenerative,5,
17.33333333,19.6408644,59,Degenerative,5,
20.22222222,21.99454997,72,Degenerative,5,
20,21.37156944,91,Degenerative,5,
23.55555556,24.78982462,131,Degenerative,5,
44.33333333,22.78493613,155,Degenerative,5,
15.55555556,19.97929042,160,Degenerative,5,
23.33333333,25.56595296,166,Degenerative,5,
24,24.36190021,188,Degenerative,5,
19,19.77583649,231,Degenerative,5,
21.44444444,22.30136713,258,Degenerative,5,
18,20.37961862,290,Degenerative,5,
39.44444444,22.11104759,307,Degenerative,5,
19.33333333,19.87813012,313,Degenerative,5,
37.33333333,20.67713694,336,Degenerative,5,
31.22222222,40.1233902,356,Degenerative,5,
36,43.56588918,368,Degenerative,5,
30.55555556,36.58430875,372,Degenerative,5,
10.55555556,19.54856052,380,Degenerative,5,
13.88888889,19.6447657,384,Degenerative,5,
19.22222222,23.76575692,398,Degenerative,5,
25,28.47830037,401,Degenerative,5,
24.22222222,34.92327577,413,Degenerative,5,
27.11111111,35.05775863,424,Degenerative,5,
38.88888889,18.62573359,64,Degenerative,5,
17.88888889,16.01648278,91,Degenerative,5,
19.22222222,17.05897486,118,Degenerative,5,
20.88888889,18.58642817,146,Degenerative,5,
18.55555556,16.55933235,229,Degenerative,5,
22,16.59071553,266,Degenerative,5,
16.77777778,17.38796955,307,Degenerative,5,
16.88888889,18.22781952,329,Degenerative,5,
27.77777778,35.03924839,338,Degenerative,5,
15.22222222,25.11899225,341,Degenerative,5,
41.55555556,43.27265454,348,Degenerative,5,
47.77777778,54.19523294,350,Degenerative,5,
49.44444444,48.85448476,354,Degenerative,5,
20.11111111,21.55437764,360,Degenerative,5,
31.33333333,39.47942264,365,Degenerative,5,
16.11111111,17.35613448,373,Degenerative,5,
35.33333333,30.98044221,376,Degenerative,5,
12.44444444,21.54194053,378,Degenerative,5,
20.22222222,22.41345022,383,Degenerative,5,
38,18.56623098,392,Degenerative,5,
29.22222222,28.79378446,405,Degenerative,5,
17.55555556,21.24251024,411,Degenerative,5,
11.77777778,16.84957517,421,Degenerative,5,
20.55555556,27.65701667,17,Degenerative,5,
18.22222222,27.81804828,27,Degenerative,5,
10.77777778,19.22742619,53,Degenerative,5,
8.555555556,16.58156513,78,Degenerative,5,
15.77777778,22.45551205,94,Degenerative,5,
12.44444444,18.5651887,108,Degenerative,5,
12,16.87816726,122,Degenerative,5,
13.11111111,16.45971633,126,Degenerative,5,
11,20.01026824,130,Degenerative,5,
11.33333333,16.05134775,141,Degenerative,5,
11.22222222,16.99994887,153,Degenerative,5,
10.33333333,16.8889644,168,Degenerative,5,
9.888888889,16.28056536,184,Degenerative,5,
12.33333333,21.59259012,209,Degenerative,5,
10.22222222,19.74516148,221,Degenerative,5,
14.11111111,19.11760929,239,Degenerative,5,
20.11111111,28.40638514,267,Degenerative,5,
21.22222222,31.36362515,284,Degenerative,5,
32.11111111,30.14304068,291,Degenerative,5,
31.22222222,43.47977564,318,Degenerative,5,
14.88888889,16.58798896,398,Degenerative,5,
13.77777778,20.3182445,12,Degenerative,5,
13.88888889,17.30019759,21,Degenerative,5,
13.22222222,12.10923479,25,Degenerative,5,
8.777777778,14.96880473,27,Degenerative,5,
9.666666667,11.96540549,62,Degenerative,5,
16.11111111,16.23846754,123,Degenerative,5,
15.44444444,15.08256719,144,Degenerative,5,
8.888888889,12.31178256,157,Degenerative,5,
8.777777778,12.32411067,166,Degenerative,5,
7.666666667,12.26884372,196,Degenerative,5,
8.111111111,12.27694285,208,Degenerative,5,
8.777777778,13.71825078,222,Degenerative,5,
11.11111111,14.40757724,238,Degenerative,5,
9.333333333,12.21970155,260,Degenerative,5,
12.88888889,12.80108522,289,Degenerative,5,
18.33333333,18.35724876,307,Degenerative,5,
14.44444444,19.00732306,310,Degenerative,5,
31.77777778,31.55772045,328,Degenerative,5,
30.88888889,31.68732563,334,Degenerative,5,
23.44444444,27.02898053,354,Degenerative,5,
30.88888889,43.40814946,359,Degenerative,5,
24.44444444,24.97802984,428,Degenerative,5,
57.55555556,40.33167203,3,Degenerative,7,
21.44444444,27.45919904,20,Degenerative,7,
39.55555556,27.24652871,35,Degenerative,7,
39.55555556,32.50014749,75,Degenerative,7,
37.66666667,38.22693084,82,Degenerative,7,
28.22222222,32.93346469,109,Degenerative,7,
21.77777778,28.92433921,137,Degenerative,7,
34.55555556,29.26226926,147,Degenerative,7,
28.11111111,34.80490896,170,Degenerative,7,
37.88888889,31.97998052,178,Degenerative,7,
40.66666667,42.29521735,206,Degenerative,7,
35.11111111,41.97493439,215,Degenerative,7,
19.33333333,27.68909545,220,Degenerative,7,
44.22222222,37.27087106,226,Degenerative,7,
49.33333333,34.96773327,250,Degenerative,7,
28.77777778,30.56823597,303,Degenerative,7,
33.55555556,29.99625655,324,Degenerative,7,
38.44444444,36.04011783,343,Degenerative,7,
44.22222222,34.68122744,6,Degenerative,7,
19.77777778,20.92097789,24,Degenerative,7,
34.55555556,23.44746231,40,Degenerative,7,
15.33333333,20.33366641,74,Degenerative,7,
34.11111111,24.81104462,80,Degenerative,7,
26.44444444,28.91939251,104,Degenerative,7,
16.88888889,23.5270305,108,Degenerative,7,
30.44444444,22.51592836,149,Degenerative,7,
47.77777778,23.30256203,164,Degenerative,7,
29.44444444,24.17099557,175,Degenerative,7,
21.11111111,21.32330334,209,Degenerative,7,
26.22222222,26.48271241,220,Degenerative,7,
27.77777778,25.62105352,235,Degenerative,7,
31.66666667,29.72554027,240,Degenerative,7,
36.22222222,28.70158437,267,Degenerative,7,
31.33333333,20.81220439,318,Degenerative,7,
34.22222222,28.17690657,335,Degenerative,7,
24,20.03762247,352,Degenerative,7,
29.44444444,20.15365813,2,WT,0,
44.11111111,30.0359632,53,WT,0,
11.88888889,16.4972653,98,WT,0,
10.55555556,19.01716585,110,WT,0,
7.777777778,15.76054838,125,WT,0,
13.33333333,20.34392959,140,WT,0,
17.22222222,17.20067042,145,WT,0,
12.22222222,17.54701868,173,WT,0,
11.11111111,18.18647601,183,WT,0,
7.444444444,15.00809313,192,WT,0,
26.55555556,27.94553202,199,WT,0,
15.77777778,17.91032621,223,WT,0,
12.44444444,17.46752911,233,WT,0,
20,21.44613475,235,WT,0,
12.66666667,18.32712172,250,WT,0,
33,25.32536968,304,WT,0,
18.55555556,17.06661813,6,WT,0,
43.22222222,31.30847434,45,WT,0,
14.66666667,16.27322618,98,WT,0,
31.77777778,24.39839162,107,WT,0,
18.55555556,24.41455561,122,WT,0,
18,22.04513821,132,WT,0,
13.77777778,20.44774151,157,WT,0,
9.555555556,18.76344901,171,WT,0,
11.66666667,20.80911754,185,WT,0,
10.22222222,21.00729513,190,WT,0,
14,17.82642923,196,WT,0,
14.33333333,21.41720668,198,WT,0,
14.33333333,16.83403599,209,WT,0,
8.111111111,13.59723147,228,WT,0,
34.66666667,21.86209512,237,WT,0,
21,21.30607734,254,WT,0,
14.77777778,18.61843334,265,WT,0,
23.55555556,24.33132977,1,Degenerative,4,
32.22222222,27.6980094,30,Degenerative,4,
30.77777778,24.85972525,99,Degenerative,4,
30.88888889,23.64208498,126,Degenerative,4,
30.66666667,27.02097708,153,Degenerative,4,
27.11111111,25.10921135,164,Degenerative,4,
44,27.16945613,174,Degenerative,4,
33.77777778,30.33037318,191,Degenerative,4,
46.44444444,26.96254843,202,Degenerative,4,
26.88888889,26.45463648,221,Degenerative,4,
43.66666667,26.24033033,242,Degenerative,4,
27.11111111,24.50325564,248,Degenerative,4,
41.55555556,26.58680286,265,Degenerative,4,
18.44444444,24.08963001,277,Degenerative,4,
26.55555556,27.10868623,289,Degenerative,4,
28.77777778,29.95170396,305,Degenerative,4,
26.33333333,27.56891596,328,Degenerative,4,
32.33333333,19.21649347,4,Degenerative,4,
27.33333333,21.84124426,17,Degenerative,4,
30.77777778,19.64607105,39,Degenerative,4,
31.66666667,20.10256963,50,Degenerative,4,
23.44444444,20.63236844,66,Degenerative,4,
21.55555556,20.01552284,100,Degenerative,4,
26.88888889,20.88053138,115,Degenerative,4,
21,19.99480827,124,Degenerative,4,
32.33333333,20.0108037,133,Degenerative,4,
28.11111111,20.35130469,147,Degenerative,4,
25,21.03801224,180,Degenerative,4,
26.77777778,21.10948879,210,Degenerative,4,
35.55555556,21.01882846,212,Degenerative,4,
43,24.87069601,258,Degenerative,4,
19.33333333,30.8436356,13,Degenerative,3,
19.44444444,33.85149643,101,Degenerative,3,
6.777777778,13.29052901,115,Degenerative,3,
15,20.18870979,136,Degenerative,3,
9,18.8073543,170,Degenerative,3,
15.88888889,23.8891988,179,Degenerative,3,
60.55555556,57.11274217,201,Degenerative,3,
15.22222222,27.59945717,204,Degenerative,3,
6.444444444,15.01528581,223,Degenerative,3,
15.55555556,22.7356963,228,Degenerative,3,
22.22222222,34.51913602,241,Degenerative,3,
45.22222222,56.57629162,250,Degenerative,3,
50.22222222,46.52846827,272,Degenerative,3,
11.88888889,24.70654167,287,Degenerative,3,
34.66666667,38.22945198,304,Degenerative,3,
20.44444444,28.36790963,314,Degenerative,3,
15.55555556,18.43338786,8,Degenerative,3,
18.88888889,23.45946299,78,Degenerative,3,
13.77777778,16.17138459,94,Degenerative,3,
10.33333333,14.15451246,103,Degenerative,3,
5.777777778,12.85710693,133,Degenerative,3,
11.55555556,23.81985951,136,Degenerative,3,
8.888888889,19.29659464,166,Degenerative,3,
48.77777778,50.27526724,168,Degenerative,3,
6.444444444,13.59203863,171,Degenerative,3,
31.33333333,32.24199501,188,Degenerative,3,
8.555555556,18.86032269,204,Degenerative,3,
32.22222222,35.17395024,208,Degenerative,3,
38.66666667,36.21556082,234,Degenerative,3,
29.22222222,27.58228661,267,Degenerative,3,
22.55555556,8.060558899,27,Degenerative,7,
6.777777778,5.750837972,31,Degenerative,7,
14.88888889,8.027727829,52,Degenerative,7,
11.22222222,6.926742049,66,Degenerative,7,
15.55555556,5.630060521,83,Degenerative,7,
17.77777778,9.5936593,109,Degenerative,7,
12.66666667,6.024850548,158,Degenerative,7,
12.33333333,7.564785193,162,Degenerative,7,
24.55555556,8.330123363,181,Degenerative,7,
22.33333333,6.977816073,196,Degenerative,7,
21.66666667,6.331114414,24,Degenerative,7,
9.111111111,6.589568351,33,Degenerative,7,
17.11111111,6.299427488,56,Degenerative,7,
14.22222222,8.937150547,59,Degenerative,7,
19.33333333,8.449604614,106,Degenerative,7,
19.44444444,9.303501647,114,Degenerative,7,
20.22222222,8.298861542,146,Degenerative,7,
14.66666667,6.265842054,157,Degenerative,7,
12.44444444,6.503257503,175,Degenerative,7,
18.44444444,6.928586118,192,Degenerative,7,
