psd_ratio,age,.
0.143762493,0,
0.256463623,0,
0.216874773,0,
0.363678995,0,
0.197820618,0,
0.197065042,0,
0.232358619,0,
0.161847977,0,
0.186527984,0,
0.188209704,0,
0.234262312,0,
0.217501952,0,
0.172014315,0,
0.207296322,0,
0.179228356,0,
0.317933918,0,
0.200822831,0,
0.132974273,0,
0.170898605,0,
0.127430788,0,
0.225892531,0,
0.327334351,0,
0.289905968,0,
0.225741326,0,
0.189122156,0,
0.237788842,0,
0.193414445,0,
0.038019767,0,
0.247574784,0,
0.158151929,0,
0.413556514,0,
0.648010327,0,
0.083410319,0,
0.28299777,0,
0.215562715,0,
0.143025148,0,
0.302747076,0,
0.188873328,0,
0.166289988,0,
0.094655441,0,
0.133435559,0,
0.173029844,0,
0.171080891,0,
0.347673273,0,
0.169434359,0,
0.152291151,0,
0.22050365,0,
0.094682895,0,
0.280909078,0,
0.203457352,0,
0.159801181,0,
0.328486312,0,
0.270838627,0,
0.360362267,0,
0.099602759,0,
0.139376187,0,
0.100300508,0,
0.243839982,0,
0.407339514,0,
0.296467938,0,
0.077195691,0,
0.049966052,0,
0.40534525,0,
0.162134215,0,
0.103881369,0,
0.170780026,0,
0.065172398,0,
0.197103643,0,
0.203270619,0,
0.220732482,0,
0.255129096,0,
0.133199237,0,
0.290708304,0,
0.086094659,0,
0.135866667,0,
0.25993699,0,
0.28685172,0,
0.16587342,0,
0.060263507,0,
0.161602187,0,
0.137511403,0,
0.156322645,0,
0.298732676,0,
0.230645444,0,
0.125615668,0,
0.058765606,0,
0.244978586,0,
0.162893191,0,
0.082206745,0,
0.152149245,0,
0.120247575,0,
0.144616605,0,
0.168996197,0,
0.309673088,0,
0.296003289,0,
0.149752185,0,
0.043136197,0,
0.568343841,0,
0.082709079,0,
0.146379647,0,
0.227619704,0,
0.256927165,0,
0.084723588,0,
0.240983783,0,
0.334790358,0,
0.264884522,0,
0.331680445,0,
0.110460786,0,
0.184761499,0,
0.27156671,0,
0.253360229,0,
0.150327489,0,
0.288919444,0,
0.116155899,0,
0.169700473,0,
0.219537019,0,
0.279545353,0,
0.017416795,0,
0.384760968,0,
0.256877107,0,
0.432284952,0,
0.377865301,0,
0.222309749,0,
0.293479358,0,
0.192132411,0,
0.292138287,0,
0.248431877,0,
0.326793286,0,
0.128692905,0,
0.156212794,0,
0.254379303,0,
0.093068961,0,
0.157048268,0,
0.238423259,0,
0.321424145,0,
0.077870573,0,
0.04661163,0,
0.099830343,0,
0.097768477,0,
0.13099234,0,
0.251107855,0,
0.363116405,0,
0.216475368,0,
0.250306276,0,
0.045041693,0,
0.271909125,0,
0.329694102,0,
0.117556716,0,
0.146122584,0,
0.175464188,0,
0.148917726,0,
0.239188636,0,
0.135238144,0,
0.151382944,0,
0.124711149,0,
0.315452147,0,
0.084642924,0,
0.335680439,0,
0.232863019,0,
0.192093814,0,
0.225748359,0,
0.264417133,0,
0.42674732,0,
0.296004075,0,
0.18375806,0,
0.071852967,0,
0.239133971,0,
0.262054932,0,
0.259316591,0,
0.175013476,0,
0.164487066,0,
0.12723159,0,
0.061213063,0,
0.252645129,0,
0.279143737,0,
0.097855018,0,
0.144097881,0,
0.205884904,0,
0.442344413,0,
0.152038277,0,
0.184013355,0,
0.420220684,0,
0.191513396,0,
0.15321719,0,
0.385781397,0,
0.152580249,0,
0.166184118,0,
0.281831314,0,
0.072531088,0,
0.329254038,0,
0.236319074,0,
0.198353083,0,
0.215213647,0,
0.14528106,0,
0.154724926,0,
0.308007677,0,
0.307661965,0,
0.123615293,0,
0.044528522,0,
0.260490624,0,
0.262060083,0,
0.064667889,0,
0.190352176,0,
0.161545174,0,
0.206626782,0,
0.127321372,0,
0.165404412,0,
0.086591673,0,
0.360669604,0,
0.147454107,0,
0.130240727,0,
0.297740858,0,
0.187456165,0,
0.149909991,0,
0.430274469,0,
0.353949944,0,
0.086559253,0,
0.138122036,0,
0.353168225,0,
0.057028841,0,
0.092112455,0,
0.08834197,0,
0.090672026,0,
0.080271099,0,
0.183255759,0,
0.453329306,0,
0.09815906,0,
0.099418775,0,
0.375993819,0,
0.097655365,0,
0.324953005,0,
0.286045646,0,
0.373771598,0,
0.221922953,0,
0.174771396,0,
0.187119778,0,
0.159695735,0,
0.243084152,0,
0.039276094,0,
0.182352306,0,
0.10671307,0,
0.236246271,0,
0.321932689,0,
0.152263974,0,
0.28016846,0,
0.222489477,0,
0.379919144,0,
0.136963937,0,
0.052614812,0,
0.293498365,0,
0.178173956,0,
0.291112996,0,
0.196145533,0,
0.357174533,0,
0.131932391,0,
0.23246696,0,
0.280603144,0,
0.132490246,0,
0.329347715,0,
0.378100352,0,
0.126481463,0,
0.20349164,0,
0.523993836,0,
0.091468879,0,
0.102214404,0,
0.173644542,0,
0.18321898,0,
0.253062836,0,
0.042596034,0,
0.345385317,0,
0.204568801,0,
0.170238842,0,
0.245562901,0,
0.21885402,0,
0.345072955,0,
0.030957721,0,
0.049722999,0,
0.052670198,0,
0.196771971,0,
0.208146242,0,
0.068601489,0,
0.153361385,0,
0.280894545,0,
0.135102625,0,
0.191691395,0,
0.120567354,0,
0.277110617,0,
0.054203549,0,
0.142732653,0,
0.257168635,0,
0.434867728,0,
0.187386476,0,
0.205108787,0,
0.381247934,0,
0.230843081,0,
0.098234413,0,
0.146142702,0,
0.251328223,0,
0.182605716,0,
0.206954813,0,
0.171540828,0,
0.179109599,0,
0.094932084,0,
0.145903669,0,
0.054070524,0,
0.204929556,0,
0.139426231,0,
0.020062445,0,
0.126857891,0,
0.069611117,0,
0.241496681,0,
0.161258372,0,
0.04297229,0,
0.231342375,0,
0.159170691,0,
0.283357122,0,
0.137994814,0,
0.254628804,0,
0.194538467,0,
0.259740719,0,
0.137053565,0,
0.284538006,0,
0.41489135,0,
0.07417655,0,
0.167089896,0,
0.210123995,0,
0.244631968,0,
0.279175698,0,
0.106548092,0,
0.490439573,0,
0.098361213,0,
0.249188104,0,
0.25940368,0,
0.111169028,0,
0.311924944,0,
0.207954965,0,
0.079232578,0,
0.095124167,0,
0.465402919,0,
0.173276361,0,
0.295410728,0,
0.089108619,0,
0.373251405,0,
0.257240781,0,
0.314606728,0,
0.12452994,0,
0.27017049,0,
0.219542218,0,
0.240563082,0,
0.302653985,0,
0.149041171,0,
0.112505912,0,
0.09725061,0,
0.273681843,0,
0.209592868,0,
0.218175836,0,
0.174363778,0,
0.103082688,0,
0.244258196,0,
0.413897993,0,
0.298479966,0,
0.128647769,0,
0.180741692,0,
0.302986069,0,
0.097109098,0,
0.105660344,0,
0.22888957,0,
0.247731692,0,
0.129855304,0,
0.185008666,0,
0.144640404,0,
0.143531635,0,
0.430788817,0,
0.21088511,0,
0.274651557,0,
0.332977987,0,
0.268125018,0,
0.171458645,0,
0.123997591,0,
0.332492311,0,
0.121191536,0,
0.254080767,0,
0.142247922,0,
0.200001455,0,
0.322176332,0,
0.234957662,0,
0.156564992,0,
0.163149698,0,
0.514127494,0,
0.012652894,0,
0.288266286,0,
0.031495942,0,
0.168707849,0,
0.107533104,0,
0.165107621,0,
0.198470032,0,
0.082556912,0,
0.314382717,0,
0.319590727,0,
0.066340229,0,
0.282347526,0,
0.114301531,0,
0.12002315,0,
0.085621085,0,
0.202305249,0,
0.040288189,0,
0.033318856,0,
0.208318627,0,
0.329898114,0,
0.119214735,0,
0.139900057,0,
0.302528716,0,
0.224425709,0,
0.17942376,0,
0.159201826,0,
0.646051418,0,
0.18459849,0,
0.078348206,0,
0.294517676,0,
0.211433615,0,
0.260821487,0,
0.275664891,0,
0.425616486,0,
0.188331129,0,
0.251334646,0,
0.254602166,0,
0.196754113,0,
0.309111145,0,
0.150614862,0,
0.123283942,0,
0.113464576,0,
0.076522247,0,
0.294269613,0,
0.159837459,0,
0.206097502,0,
0.094691363,0,
0.204506974,0,
0.018325066,0,
0.03366878,0,
0.375517975,0,
0.055532141,0,
0.144704149,0,
0.079915591,0,
0.130161215,0,
0.213906646,0,
0.45409385,0,
0.226600118,0,
0.141897881,0,
0.232627048,0,
0.10378749,0,
0.206410803,0,
0.414519197,0,
0.148532056,0,
0.141844277,0,
0.324607661,0,
0.247091253,0,
0.261420855,0,
0.333487056,0,
0.187102311,0,
0.307470373,0,
0.068218538,0,
0.250306742,0,
0.295325216,0,
0.193369307,0,
0.221515,0,
0.398221009,0,
0.324257878,0,
0.420721522,0,
0.080543189,0,
0.106436403,0,
0.248878942,0,
0.198746108,0,
0.136670881,0,
0.342142186,0,
0.188780303,0,
0.109455985,0,
0.230590032,0,
0.125859509,0,
0.078890239,0,
0.32385064,0,
0.28174809,0,
0.075374535,0,
0.241923152,0,
0.169784402,0,
0.087385411,0,
0.223851022,0,
0.269869853,0,
0.206876738,0,
0.335571495,0,
0.067666573,0,
0.338322395,0,
0.289516184,0,
0.416326785,0,
0.072807586,0,
0.209667971,0,
0.053190992,0,
0.313780593,0,
0.219772843,0,
0.144125645,0,
0.2336785,0,
0.398777544,0,
0.25891018,0,
0.242622299,0,
0.379687754,0,
0.307953725,0,
0.109275764,0,
0.311399998,0,
0.260639069,0,
0.113409339,0,
0.097549669,0,
0.200487419,0,
0.071312024,0,
0.268064249,0,
0.349698389,0,
0.271052287,0,
0.0927803,0,
0.16658196,0,
0.15275066,0,
0.176703107,0,
0.137554665,0,
0.175377136,0,
0.154076521,0,
0.252981898,0,
0.076716237,0,
0.160448754,0,
0.163535801,0,
0.15239499,0,
0.173403114,0,
0.193267828,0,
0.158209358,0,
0.264806411,0,
0.192580863,0,
0.034450923,0,
0.10111096,0,
0.143597932,0,
0.659608437,0,
0.242791235,0,
0.08082409,0,
0.27674888,0,
0.16710609,0,
0.073975503,0,
0.341700496,0,
0.116082917,0,
0.13116198,0,
0.465595041,0,
0.105981484,0,
0.08811067,0,
0.317652533,0,
0.118108295,0,
0.354639242,0,
0.252587219,0,
0.188586267,0,
0.308310069,0,
0.317710213,0,
0.311212644,0,
0.164375409,0,
0.021873236,0,
0.191003071,0,
0.107109474,0,
0.223327449,0,
0.325861033,0,
0.296346307,0,
0.074927448,0,
0.295444289,0,
0.305855013,0,
0.238384373,0,
0.106502972,0,
0.055237311,0,
0.463941868,0,
0.375260469,0,
0.164126967,0,
0.236020519,0,
0.132741633,0,
0.34083621,0,
0.22697904,0,
0.04377338,0,
0.166612724,0,
0.05821279,0,
0.134703352,0,
0.149936434,0,
0.4340198,0,
0.067929171,0,
0.212851138,0,
0.225310397,0,
0.151323627,0,
0.122629233,0,
0.264949732,0,
0.231401841,0,
0.234354707,0,
0.354158033,0,
0.160823289,0,
0.182549401,0,
0.168543907,0,
0.405539973,0,
0.154571413,0,
0.094215112,0,
0.282326525,0,
0.35103253,0,
0.298562178,0,
0.365876777,0,
0.220819031,0,
0.052663399,0,
0.247742903,0,
0.377932997,0,
0.303928561,0,
0.128111252,0,
0.317466767,0,
0.425911679,0,
0.41744211,0,
0.214665152,0,
0.353078195,0,
0.293913322,0,
0.059672035,0,
0.170528161,0,
0.575538446,0,
0.301602304,0,
0.127857814,0,
0.161795171,0,
0.099609586,0,
0.051890929,0,
0.546987238,0,
0.072726987,0,
0.474405041,0,
0.261071344,0,
0.218691865,0,
0.164980655,0,
0.481317667,0,
0.194965731,0,
0.101368862,0,
0.216255772,0,
0.190361942,0,
0.231639321,0,
0.148560173,0,
0.206138917,0,
0.148712718,0,
0.268877563,0,
0.091049469,0,
0.079422539,0,
0.110051921,0,
0.130416781,0,
0.169167039,0,
0.047901469,0,
0.229376446,0,
0.301256411,0,
0.417708485,0,
0.075354628,0,
0.208231338,0,
0.278539007,0,
0.222940691,0,
0.045209642,0,
0.321124432,0,
0.195750096,0,
0.110432154,0,
0.264000521,0,
0.511846297,0,
0.222556412,0,
0.144969837,0,
0.213121505,0,
0.087736982,0,
0.325591749,0,
0.233860903,0,
0.102798167,0,
0.137143997,0,
0.108812761,0,
0.109640899,0,
0.142520664,0,
0.23358789,0,
0.174428617,0,
0.083021874,0,
0.41024884,0,
0.171898386,0,
0.133628215,0,
0.1001741,0,
0.193744095,0,
0.109535688,0,
0.106820127,0,
0.409847424,0,
0.133102678,0,
0.17765517,0,
0.083193302,0,
0.17738241,0,
0.258027344,0,
0.218080615,0,
0.170631293,0,
0.124732511,0,
0.218351763,0,
0.043114097,0,
0.118939144,0,
0.317133105,0,
0.122562162,0,
0.021590169,0,
0.062615755,0,
0.048153834,0,
0.278837636,0,
0.15929014,0,
0.137227902,0,
0.286112275,0,
0.273095737,0,
0.16103474,0,
0.128898153,0,
0.165622481,0,
0.13881875,0,
0.065481205,0,
0.395656093,0,
0.080889968,0,
0.128833987,0,
0.153070359,0,
0.08220194,0,
0.117867438,0,
0.38500923,0,
0.102664396,0,
0.324792037,0,
0.062100532,0,
0.424786147,0,
0.476769513,0,
0.197073624,0,
0.134847495,0,
0.25110767,1,
0.105214056,1,
0.417903689,1,
0.329490967,1,
0.353312788,1,
0.164142758,1,
0.203987712,1,
0.317280565,1,
0.244861077,1,
0.345872802,1,
0.279600997,1,
0.233480864,1,
0.173572722,1,
0.240724239,1,
0.059842088,1,
0.109560503,1,
0.329053791,1,
0.346669496,1,
0.212996476,1,
0.097834403,1,
0.222264439,1,
0.09674036,1,
0.128314222,1,
0.100134407,1,
0.088296446,1,
0.03390203,1,
0.394293922,1,
0.282615203,1,
0.372143768,1,
0.384786483,1,
0.311814672,1,
0.218564995,1,
0.370145589,1,
0.152882561,1,
0.157900783,1,
0.097279067,1,
0.080026695,1,
0.272351395,1,
0.190297354,1,
0.095501209,1,
0.258022197,1,
0.176848235,1,
0.125100688,1,
0.16540058,1,
0.169822379,1,
0.204813722,1,
0.207741958,1,
0.277606622,1,
0.186078035,1,
0.138395182,1,
0.235561811,1,
0.114594118,1,
0.180794778,1,
0.273273093,1,
0.144994237,1,
0.118023874,1,
0.223074035,1,
0.111852996,1,
0.073527055,1,
0.144103603,1,
0.381470785,1,
0.181818992,1,
0.159718499,1,
0.40644487,1,
0.31062001,1,
0.341257583,1,
0.296505879,1,
0.244314597,1,
0.160992891,1,
0.257590121,1,
0.084373572,1,
0.195373878,1,
0.254735438,1,
0.258036288,1,
0.195602427,1,
0.06680691,1,
0.244285573,1,
0.437526492,1,
0.082470323,1,
0.202616998,1,
0.240708488,1,
0.305371413,1,
0.195872636,1,
0.221354514,1,
0.262229822,1,
0.227323201,1,
0.195086354,1,
0.236381962,1,
0.341360305,1,
0.114789679,1,
0.105371043,1,
0.166295212,1,
0.269702496,1,
0.203916282,1,
0.113072537,1,
0.310743458,1,
0.364610821,1,
0.120921581,1,
0.239744004,1,
0.258668586,1,
0.197473303,1,
0.066772056,1,
0.292272406,1,
0.255663326,1,
0.329174262,1,
0.064825396,1,
0.199317171,1,
0.078078017,1,
0.198950125,1,
0.196268016,1,
0.295183361,1,
0.057361947,1,
0.274183448,1,
0.227453105,1,
0.299197668,1,
0.223319596,1,
0.071452549,1,
0.310835954,1,
0.127114703,1,
0.046388753,1,
0.245838104,1,
0.244032187,1,
0.102790269,1,
0.027660844,1,
0.376484977,1,
0.240267529,1,
0.400562723,1,
0.446010313,1,
0.344123027,1,
0.272560076,1,
0.116731152,1,
0.100007899,1,
0.067396232,1,
0.079982303,1,
0.141528828,1,
0.146573024,1,
0.089209659,1,
0.241356714,1,
0.24060397,1,
0.106911113,1,
0.09818285,1,
0.151473285,1,
0.223943482,1,
0.108480578,1,
0.10983347,1,
0.06317862,1,
0.186895178,1,
0.219751915,1,
0.167782795,1,
0.084526742,1,
0.162239258,1,
0.200231089,1,
0.091370506,1,
0.169577719,1,
0.263077583,1,
0.21741499,1,
0.149174118,1,
0.12996265,1,
0.172261918,1,
0.152723834,1,
0.183193418,1,
0.098283439,1,
0.275831491,1,
0.191707576,1,
0.155786905,1,
0.194547147,1,
0.229785201,1,
0.343536361,1,
0.116877759,1,
0.163646115,1,
0.301240916,1,
0.179100708,1,
0.100526464,1,
0.298281993,1,
0.299711659,1,
0.182163661,1,
0.095923713,1,
0.315141598,1,
0.264532787,1,
0.11927145,1,
0.217186519,1,
0.253615013,1,
0.153090714,1,
0.276879664,1,
0.161956954,1,
0.239567901,1,
0.109188128,1,
0.312656734,1,
0.316613995,1,
0.202338721,1,
0.365852697,1,
0.158043132,1,
0.131749759,1,
0.11873785,1,
0.203373634,1,
0.165101963,1,
0.36512236,1,
0.153624888,1,
0.202291856,1,
0.197194943,1,
0.156390221,1,
0.045947797,1,
0.143316572,1,
0.285934842,1,
0.258705849,1,
0.126142459,1,
0.21700416,1,
0.048529916,1,
0.221238076,1,
0.235216088,1,
0.279205859,1,
0.146189209,1,
0.267897816,1,
0.045890384,1,
0.130118443,1,
0.175871133,1,
0.163554117,1,
0.077686072,1,
0.622347119,1,
0.225204692,1,
0.244026609,1,
0.268835078,1,
0.039594466,1,
0.167626418,1,
0.309917072,1,
0.363694166,1,
0.380531162,1,
0.064941948,1,
0.176014154,1,
0.156039866,1,
0.299403247,1,
0.103474595,1,
0.130956677,1,
0.334933129,1,
0.223626261,1,
0.271393259,1,
0.233946231,1,
0.237362167,1,
0.140635323,1,
0.296039563,1,
0.081626036,1,
0.134951528,1,
0.058052455,1,
0.185746552,1,
0.138705226,1,
0.067303519,1,
0.461291401,1,
0.219773727,1,
0.214517983,1,
0.265466005,1,
0.392349049,1,
0.039544638,1,
0.188225223,1,
0.255968528,1,
0.2074295,1,
0.100380807,1,
0.102741802,1,
0.357731157,1,
0.424476131,1,
0.124757159,1,
0.169012992,1,
0.537989331,1,
0.289577925,1,
0.104322475,1,
0.162202298,1,
0.253182396,1,
0.095651374,1,
0.322116002,1,
0.158913776,1,
0.19783365,1,
0.277188901,1,
0.069202998,1,
0.132695416,1,
0.046816083,1,
0.138920206,1,
0.076646063,1,
0.195650593,1,
0.254827775,1,
0.042875598,1,
0.299014896,1,
0.246695106,1,
0.252706484,1,
0.259870538,1,
0.094671529,1,
0.109506961,1,
0.331246733,1,
0.102723606,1,
0.343973223,1,
0.126094733,1,
0.145934908,1,
0.143630858,1,
0.150585403,1,
0.092189557,1,
0.149262822,1,
0.08528444,1,
0.215939236,1,
0.362001814,1,
0.138688106,1,
0.201505348,1,
0.195330475,1,
0.243809243,1,
0.381564348,1,
0.211491337,1,
0.28699284,1,
0.118615358,1,
0.078663746,1,
0.168338332,1,
0.338192628,1,
0.132454386,1,
0.26507567,1,
0.285671898,1,
0.17926169,1,
0.191780936,1,
0.199289179,1,
0.215081755,1,
0.240397758,1,
0.240991891,1,
0.070342242,1,
0.136564922,1,
0.298689737,1,
0.169604642,1,
0.224295269,1,
0.124641682,1,
0.186937595,1,
0.270757116,1,
0.143144186,1,
0.167360412,1,
0.131517486,1,
0.255707538,1,
0.104749602,1,
0.117875418,1,
0.220017556,1,
0.289614935,1,
0.09153388,1,
0.129840189,1,
0.166802821,1,
0.101908754,1,
0.057281012,1,
0.104793251,1,
0.132620632,1,
0.04918878,1,
0.082538856,1,
0.218816792,1,
0.177693935,1,
0.235127308,1,
0.228118108,1,
0.23603999,1,
0.152222317,1,
0.26876064,1,
0.113250099,1,
0.179111917,1,
0.264502109,1,
0.104630335,1,
0.093072528,1,
0.093816834,1,
0.236815765,1,
0.077582494,1,
0.256332299,1,
0.378446168,1,
0.402748534,1,
0.205733475,1,
0.236977773,1,
0.178229499,1,
0.081777474,1,
0.172815375,1,
0.274273152,1,
0.306112434,1,
0.150475339,1,
0.235760026,1,
0.022552753,1,
0.311662761,1,
0.124686181,1,
0.164064732,1,
0.38599014,1,
0.269623474,1,
0.080422077,1,
0.278766928,1,
0.098968913,1,
0.364135605,1,
0.186226101,1,
0.115649677,1,
0.050633301,1,
0.072194489,1,
0.239345956,1,
0.188446814,1,
0.597294361,1,
0.261759349,1,
0.317213073,1,
0.235680679,1,
0.056435429,1,
0.107764266,1,
0.135491657,1,
0.077291074,1,
0.206910799,1,
0.195539896,1,
0.269680821,1,
0.267849489,1,
0.083650528,1,
0.2373924,1,
0.149960504,1,
0.235155376,1,
0.177478673,1,
0.332468455,1,
0.063877855,1,
0.269544101,1,
0.106400729,1,
0.137931014,1,
0.322248372,1,
0.255546558,1,
0.053339158,1,
0.06302111,1,
0.120064958,1,
0.281384391,1,
0.177640822,1,
0.313557584,1,
0.22569554,1,
0.137789842,1,
0.106870236,1,
0.141621982,1,
0.134397976,1,
0.123326862,1,
0.103468765,1,
0.052335275,1,
0.301415053,1,
0.205724699,1,
0.073172084,1,
0.077451319,1,
0.053120611,1,
0.169937727,1,
0.190446596,1,
0.215783844,1,
0.245049103,1,
0.305834599,1,
0.099336868,1,
0.165730855,1,
0.243496682,1,
0.077042848,1,
0.079368825,1,
0.419812418,1,
0.314870576,1,
0.124643349,1,
0.353531953,1,
0.072976048,1,
0.213234938,1,
0.257756663,1,
0.143477184,1,
0.27108752,1,
0.100023534,1,
0.150330156,1,
0.231285032,1,
0.152161995,1,
0.26461438,1,
0.166417875,1,
0.292514271,1,
0.087307169,1,
0.072708498,1,
0.225665934,1,
0.135591969,1,
0.089674179,1,
0.263259764,1,
0.306325314,1,
0.255219407,1,
0.197704391,1,
0.201147496,1,
0.26826412,1,
0.221142953,1,
0.172599852,1,
0.260337833,1,
0.082407071,1,
0.20416264,1,
0.201426827,1,
0.388669635,1,
0.400004485,1,
0.133054558,1,
0.437279525,1,
0.306945539,1,
0.246189812,1,
0.266689845,1,
0.242373309,1,
0.120239971,1,
0.259046524,1,
0.185554706,1,
0.131707539,1,
0.250933815,1,
0.290721275,1,
0.0936372,1,
0.255101216,1,
0.27984927,1,
0.197228973,1,
0.155699909,1,
0.192297267,1,
0.393404922,1,
0.127672116,1,
0.079362075,1,
0.107997853,1,
0.126979907,1,
0.047516597,1,
0.385820874,1,
0.144093058,1,
0.325943033,1,
0.404038983,1,
0.298194956,1,
0.077975061,1,
0.287883593,1,
0.195357143,1,
0.323522022,1,
0.193179299,1,
0.174282646,1,
0.249559036,1,
0.294766932,1,
0.144031481,1,
0.434744213,1,
0.125519444,1,
0.159977558,1,
0.138614472,1,
0.122081978,1,
0.141980569,1,
0.11065705,1,
0.087703844,1,
0.124630334,1,
0.182254185,1,
0.177561847,1,
0.102843092,1,
0.161021296,1,
0.103260554,1,
0.095240992,1,
0.039469234,1,
0.124249956,1,
0.163489652,1,
0.07217272,1,
0.203039347,1,
0.335537967,1,
0.173789036,1,
0.176963444,1,
0.172070639,1,
0.106647285,1,
0.069751097,1,
0.473010544,1,
0.189210939,1,
0.200126802,1,
0.244918207,1,
0.209619604,1,
0.261173584,1,
0.072472033,1,
0.129086774,1,
0.24744782,1,
0.184445293,1,
0.181033703,1,
0.079597952,1,
0.118098924,1,
0.106604859,1,
0.116994248,1,
0.528135139,1,
0.217042124,1,
0.09182781,1,
0.105380403,1,
0.161701826,1,
0.252610279,1,
0.136362945,1,
0.465710732,1,
0.228975434,1,
0.092090473,1,
0.165555639,1,
0.172576286,1,
0.086534944,1,
0.374694887,1,
0.222898957,1,
0.065969152,1,
0.198328952,1,
0.275608551,1,
0.172416396,1,
0.294099809,1,
0.373646106,1,
0.358208986,1,
0.09918431,1,
0.373883652,1,
0.296239421,1,
0.217739194,1,
0.35549857,1,
0.171823484,1,
0.071166614,1,
0.212822572,1,
0.296270846,1,
0.115035852,1,
0.127817673,1,
0.076932517,1,
0.202737307,1,
0.244400756,1,
0.094356746,1,
0.065783196,1,
0.259092265,1,
0.099495139,1,
0.160516039,1,
0.176932712,1,
0.094041359,1,
0.285367303,1,
0.086018731,1,
0.239025131,1,
0.128384893,1,
0.473084338,1,
0.143633344,1,
0.096699809,1,
0.167411377,1,
0.289726986,1,
0.134370455,1,
0.375796557,1,
0.106530886,1,
0.116207274,1,
0.19274614,1,
0.253062693,1,
0.274201734,1,
0.097982146,1,
0.319713231,1,
0.36688238,1,
0.215226558,1,
0.033812221,1,
0.386806178,1,
0.388334227,1,
0.200432002,1,
0.214256848,1,
0.208308238,1,
0.396935145,1,
0.374378592,1,
0.222842314,1,
0.089628798,1,
0.270252152,1,
0.182791949,1,
0.115584869,1,
0.211656616,1,
0.274496525,1,
0.22107947,1,
0.179427497,1,
0.427819128,1,
0.200029654,1,
0.068248904,1,
0.131333888,1,
0.118175881,1,
0.168402956,1,
0.199384878,1,
0.278390048,1,
0.383934403,1,
0.269026644,1,
0.253995291,1,
0.19730994,1,
0.338005458,1,
0.084303367,1,
0.276225649,1,
0.050151409,1,
0.139973272,1,
0.060925956,1,
0.084273429,1,
0.13071605,1,
0.213274828,1,
0.259779086,1,
0.277638587,1,
0.252595551,1,
0.04775791,1,
0.151343891,1,
0.020876416,1,
0.216402686,1,
0.08657538,1,
0.077729314,1,
0.23582988,1,
0.111152864,1,
0.112488822,1,
0.348469399,1,
0.190914865,1,
0.164438897,1,
0.339899702,1,
0.051956591,1,
0.183888589,1,
0.121252524,1,
0.084750673,1,
0.11890257,1,
0.250191251,1,
0.073954146,1,
0.149235245,1,
0.257177289,1,
0.199367491,1,
0.164779986,1,
0.240904329,1,
0.102373331,1,
0.249878452,1,
0.13356941,1,
0.219596232,1,
0.072777893,1,
0.11233244,1,
0.12087326,1,
0.170979442,1,
0.082334193,1,
0.123949752,1,
0.224377888,1,
0.092107064,1,
0.2461267,1,
0.125576092,1,
0.218097935,1,
0.169146591,1,
0.136188258,1,
0.044346024,1,
0.048523474,1,
0.377157992,1,
0.400805249,1,
0.223354289,1,
0.092006256,1,
0.329262356,1,
0.233084892,1,
0.348646159,1,
0.347095311,1,
